Timestamp,Bar,Action,Direction,Price,Quantity,Notes
2025-11-21 01:56:00,111,ENTRY,LONG,24147.50,1,EnterLong_Bar1|ATR=9.86|ADX=11.55|RSI=55.8|MACDH=-0.871|BW=0.0000|Accel=0.4858|GradStab=0.6927|VOL=1|VPM=2.00
2025-11-21 01:58:00,115,EXIT,LONG,24140.50,1,VALIDATION_FAILED:FastGrad<=-1.0227(need>0.18)|ATR=10.20|ADX=12.21|RSI=48.4|MACDH=-0.761|BW=0.0000|Accel=-1.8333|GradStab=0.9433|VOL=1|VPM=2.00
2025-11-21 01:58:30,116,ENTRY,SHORT,24138.25,1,EnterShort_Bar1|ATR=9.79|ADX=11.32|RSI=46.8|MACDH=-1.239|BW=0.0000|Accel=-0.1653|GradStab=1.0016|VOL=1|VPM=2.00
2025-11-21 02:01:00,121,EXIT,SHORT,24145.25,1,VALIDATION_FAILED:FastGrad>=0.9490(need<-0.18)|ATR=9.94|ADX=11.34|RSI=53.7|MACDH=-0.608|BW=0.0000|Accel=1.3093|GradStab=1.1975|VOL=1|VPM=2.00
2025-11-21 02:02:30,124,ENTRY,SHORT,24133.00,1,EnterShort_Bar1|ATR=10.82|ADX=10.47|RSI=44.4|MACDH=-1.127|BW=0.0001|Accel=-1.8206|GradStab=0.9139|VOL=1|VPM=2.00
2025-11-21 02:05:00,129,EXIT,SHORT,24130.00,1,VALIDATION_FAILED:FastGrad>=-0.0079(need<-0.18)|ATR=11.78|ADX=14.69|RSI=46.2|MACDH=-1.357|BW=0.0002|Accel=1.6785|GradStab=1.1252|VOL=1|VPM=2.00
2025-11-21 02:05:30,130,ENTRY,SHORT,24121.75,1,EnterShort_Bar1|ATR=11.85|ADX=13.96|RSI=41.2|MACDH=-1.754|BW=0.0002|Accel=-1.2176|GradStab=1.1277|VOL=1|VPM=2.00
2025-11-21 02:06:30,132,EXIT,SHORT,24142.00,1,VALIDATION_FAILED:FastGrad>=1.8021(need<-0.18)|ATR=12.11|ADX=12.61|RSI=54.3|MACDH=0.995|BW=0.0000|Accel=0.6601|GradStab=1.3705|VOL=1|VPM=2.00
2025-11-21 02:07:00,133,ENTRY,LONG,24146.75,1,EnterLong_Bar1|ATR=12.19|ADX=13.26|RSI=56.8|MACDH=1.903|BW=0.0000|Accel=0.3624|GradStab=1.5724|VOL=1|VPM=2.00
2025-11-21 02:13:30,146,EXIT,LONG,24164.00,1,VALIDATION_FAILED:FastGrad<=-0.2764(need>0.18)|ATR=10.91|ADX=23.54|RSI=56.7|MACDH=0.600|BW=0.0003|Accel=-1.3931|GradStab=1.0927|VOL=1|VPM=2.00
2025-11-21 02:14:00,147,ENTRY,LONG,24171.75,1,EnterLong_Bar1|ATR=11.05|ADX=23.46|RSI=61.0|MACDH=0.770|BW=0.0003|Accel=1.2114|GradStab=1.1192|VOL=1|VPM=2.00
2025-11-21 02:16:00,151,EXIT,LONG,24168.50,1,VALIDATION_FAILED:FastGrad<=0.0723(need>0.18)|ATR=10.06|ADX=21.03|RSI=57.0|MACDH=-0.657|BW=0.0002|Accel=-0.2080|GradStab=0.7929|VOL=1|VPM=2.00
2025-11-21 02:16:30,152,ENTRY,SHORT,24159.50,1,EnterShort_Bar1|ATR=10.42|ADX=19.51|RSI=50.2|MACDH=-1.779|BW=0.0001|Accel=-1.3437|GradStab=0.9346|VOL=1|VPM=2.00
2025-11-21 02:17:30,154,EXIT,SHORT,24166.50,1,VALIDATION_FAILED:FastGrad>=0.1662(need<-0.18)|ATR=10.10|ADX=17.36|RSI=55.0|MACDH=-1.515|BW=0.0001|Accel=0.8469|GradStab=0.7335|VOL=1|VPM=2.00
2025-11-21 02:18:00,155,ENTRY,LONG,24183.25,1,EnterLong_Bar1|ATR=10.74|ADX=19.33|RSI=63.8|MACDH=0.259|BW=0.0002|Accel=2.4533|GradStab=1.0221|VOL=1|VPM=2.00
2025-11-21 02:20:30,160,EXIT,LONG,24178.25,1,VALIDATION_FAILED:FastGrad<=0.1304(need>0.18)|ATR=9.98|ADX=19.10|RSI=57.2|MACDH=-0.140|BW=0.0002|Accel=-0.9381|GradStab=1.3146|VOL=1|VPM=2.00
2025-11-21 02:21:00,161,ENTRY,LONG,24180.75,1,EnterLong_Bar1|ATR=9.83|ADX=18.90|RSI=58.5|MACDH=-0.171|BW=0.0002|Accel=0.3317|GradStab=1.2978|VOL=1|VPM=2.00
2025-11-21 02:22:30,164,EXIT,LONG,24178.50,1,VALIDATION_FAILED:FastGrad<=-0.3180(need>0.18)|ATR=9.63|ADX=16.66|RSI=55.2|MACDH=-0.803|BW=0.0002|Accel=-1.1213|GradStab=0.9934|VOL=1|VPM=2.00
2025-11-21 02:30:30,180,ENTRY,SHORT,24182.75,1,EnterShort_Bar1|ATR=6.87|ADX=15.78|RSI=51.3|MACDH=-1.167|BW=0.0001|Accel=-0.7543|GradStab=0.4049|VOL=1|VPM=2.00
2025-11-21 02:31:30,182,EXIT,SHORT,24186.00,1,VALIDATION_FAILED:FastGrad>=0.0753(need<-0.18)|ATR=6.94|ADX=13.22|RSI=55.3|MACDH=-1.086|BW=0.0001|Accel=0.6247|GradStab=0.4315|VOL=1|VPM=2.00
2025-11-21 02:32:30,184,ENTRY,SHORT,24182.75,1,EnterShort_Bar1|ATR=6.78|ADX=11.83|RSI=50.6|MACDH=-1.283|BW=0.0000|Accel=-0.4395|GradStab=0.4344|VOL=1|VPM=2.00
2025-11-21 02:35:00,189,EXIT,SHORT,24185.50,1,VALIDATION_FAILED:FastGrad>=0.1779(need<-0.18)|ATR=6.83|ADX=11.74|RSI=53.4|MACDH=-0.721|BW=0.0000|Accel=0.3746|GradStab=0.3291|VOL=1|VPM=2.00
2025-11-21 02:36:00,191,ENTRY,LONG,24191.00,1,EnterLong_Bar1|ATR=6.78|ADX=10.87|RSI=58.8|MACDH=-0.023|BW=0.0001|Accel=1.1858|GradStab=0.4514|VOL=1|VPM=2.00
2025-11-21 02:37:30,194,EXIT,LONG,24188.75,1,VALIDATION_FAILED:FastGrad<=0.0046(need>0.18)|ATR=6.95|ADX=11.69|RSI=53.8|MACDH=0.154|BW=0.0001|Accel=-0.9404|GradStab=0.6866|VOL=1|VPM=2.00
2025-11-21 02:40:00,199,ENTRY,SHORT,24184.00,1,EnterShort_Bar1|ATR=6.87|ADX=11.51|RSI=47.3|MACDH=-0.716|BW=0.0000|Accel=-1.3247|GradStab=0.6662|VOL=1|VPM=2.00
2025-11-21 02:41:00,201,EXIT,SHORT,24192.25,1,VALIDATION_FAILED:FastGrad>=0.5945(need<-0.18)|ATR=6.79|ADX=11.06|RSI=56.1|MACDH=-0.100|BW=0.0001|Accel=0.7770|GradStab=0.6347|VOL=1|VPM=2.00
2025-11-21 02:45:00,209,ENTRY,SHORT,24189.50,1,EnterShort_Bar1|ATR=6.31|ADX=9.54|RSI=49.6|MACDH=-0.380|BW=0.0000|Accel=-1.2123|GradStab=0.3692|VOL=1|VPM=2.00
2025-11-21 02:48:00,215,EXIT,SHORT,24182.00,1,VALIDATION_FAILED:FastGrad>=0.3685(need<-0.18)|ATR=7.71|ADX=16.53|RSI=48.1|MACDH=-1.474|BW=0.0001|Accel=1.7363|GradStab=1.3916|VOL=1|VPM=2.00
2025-11-21 02:48:30,216,ENTRY,SHORT,24175.25,1,EnterShort_Bar1|ATR=7.82|ADX=16.12|RSI=43.3|MACDH=-1.642|BW=0.0002|Accel=-1.0629|GradStab=1.3155|VOL=1|VPM=2.00
2025-11-21 02:51:00,221,EXIT,SHORT,24176.75,1,VALIDATION_FAILED:FastGrad>=0.3355(need<-0.18)|ATR=7.92|ADX=16.76|RSI=47.0|MACDH=-0.282|BW=0.0001|Accel=0.9254|GradStab=0.9224|VOL=1|VPM=2.00
2025-11-21 02:51:30,222,ENTRY,LONG,24180.25,1,EnterLong_Bar1|ATR=7.84|ADX=15.58|RSI=50.2|MACDH=0.377|BW=0.0001|Accel=0.4844|GradStab=0.9713|VOL=1|VPM=2.00
2025-11-21 02:54:30,228,EXIT,LONG,24179.75,1,VALIDATION_FAILED:FastGrad<=-0.4014(need>0.18)|ATR=8.13|ADX=13.77|RSI=48.2|MACDH=0.998|BW=0.0000|Accel=-0.6987|GradStab=0.8746|VOL=1|VPM=2.00
2025-11-21 02:59:30,238,ENTRY,SHORT,24187.50,1,EnterShort_Bar1|ATR=8.16|ADX=14.98|RSI=49.6|MACDH=-0.220|BW=0.0001|Accel=-0.2505|GradStab=1.0248|VOL=1|VPM=2.00
2025-11-21 03:01:00,241,EXIT,SHORT,24191.50,1,VALIDATION_FAILED:FastGrad>=0.3464(need<-0.18)|ATR=8.34|ADX=13.92|RSI=53.4|MACDH=-0.497|BW=0.0000|Accel=1.4685|GradStab=1.1575|VOL=1|VPM=2.00
2025-11-21 03:01:30,242,ENTRY,LONG,24197.75,1,EnterLong_Bar1|ATR=8.61|ADX=14.78|RSI=58.1|MACDH=0.218|BW=0.0001|Accel=0.8833|GradStab=0.9318|VOL=1|VPM=2.00
2025-11-21 03:04:00,247,EXIT,LONG,24188.75,1,VALIDATION_FAILED:FastGrad<=-1.0679(need>0.18)|ATR=8.73|ADX=15.06|RSI=47.9|MACDH=-0.613|BW=0.0001|Accel=-1.3334|GradStab=1.0188|VOL=1|VPM=2.00
2025-11-21 03:04:30,248,ENTRY,SHORT,24183.25,1,EnterShort_Bar1|ATR=8.72|ADX=14.62|RSI=43.6|MACDH=-1.468|BW=0.0000|Accel=-0.6240|GradStab=1.1389|VOL=1|VPM=2.00
2025-11-21 03:06:30,252,EXIT,SHORT,24185.00,1,VALIDATION_FAILED:FastGrad>=0.1556(need<-0.18)|ATR=9.42|ADX=15.12|RSI=48.4|MACDH=-1.733|BW=0.0001|Accel=2.4553|GradStab=1.5031|VOL=1|VPM=2.00
2025-11-21 03:07:30,254,ENTRY,LONG,24187.25,1,EnterLong_Bar1|ATR=8.99|ADX=13.29|RSI=50.2|MACDH=-0.672|BW=0.0001|Accel=0.1602|GradStab=1.2842|VOL=1|VPM=2.00
2025-11-21 03:09:00,257,EXIT,LONG,24186.00,1,VALIDATION_FAILED:FastGrad<=0.0662(need>0.18)|ATR=8.66|ADX=12.36|RSI=49.1|MACDH=-0.137|BW=0.0000|Accel=-0.2874|GradStab=1.1888|VOL=1|VPM=2.00
2025-11-21 03:09:30,258,ENTRY,LONG,24188.00,1,EnterLong_Bar1|ATR=8.52|ADX=11.00|RSI=51.1|MACDH=0.145|BW=0.0000|Accel=0.2937|GradStab=1.1768|VOL=1|VPM=2.00
2025-11-21 03:10:30,260,EXIT,LONG,24186.75,1,VALIDATION_FAILED:FastGrad<=0.0896(need>0.18)|ATR=8.80|ADX=10.46|RSI=49.8|MACDH=0.144|BW=0.0000|Accel=-0.1512|GradStab=0.7728|VOL=1|VPM=2.00
2025-11-21 03:11:30,262,ENTRY,LONG,24192.25,1,EnterLong_Bar1|ATR=8.85|ADX=9.97|RSI=55.3|MACDH=0.767|BW=0.0000|Accel=0.7816|GradStab=0.2187|VOL=1|VPM=2.00
2025-11-21 03:13:00,265,EXIT,LONG,24189.00,1,VALIDATION_FAILED:FastGrad<=-0.2699(need>0.18)|ATR=8.91|ADX=10.54|RSI=50.2|MACDH=0.636|BW=0.0000|Accel=-1.7784|GradStab=0.5120|VOL=1|VPM=2.00
2025-11-21 03:13:30,266,ENTRY,SHORT,24183.25,1,EnterShort_Bar1|ATR=8.96|ADX=9.58|RSI=45.3|MACDH=-0.215|BW=0.0000|Accel=-0.7815|GradStab=0.6791|VOL=1|VPM=2.00
2025-11-21 03:16:00,271,EXIT,SHORT,24200.00,1,VALIDATION_FAILED:FastGrad>=2.3134(need<-0.18)|ATR=9.62|ADX=10.78|RSI=60.2|MACDH=1.155|BW=0.0000|Accel=2.5465|GradStab=1.2592|VOL=1|VPM=2.00
2025-11-21 03:16:30,272,ENTRY,LONG,24205.75,1,EnterLong_Bar1|ATR=9.44|ADX=12.33|RSI=63.9|MACDH=2.135|BW=0.0001|Accel=0.4348|GradStab=1.4892|VOL=1|VPM=2.00
2025-11-21 03:21:00,281,EXIT,LONG,24202.75,1,VALIDATION_FAILED:FastGrad<=-0.0657(need>0.18)|ATR=8.11|ADX=16.48|RSI=56.2|MACDH=0.511|BW=0.0002|Accel=-0.9046|GradStab=0.7268|VOL=1|VPM=2.00
2025-11-21 03:22:00,283,ENTRY,SHORT,24193.25,1,EnterShort_Bar1|ATR=8.11|ADX=15.38|RSI=46.3|MACDH=-1.039|BW=0.0001|Accel=-1.4542|GradStab=0.9148|VOL=1|VPM=2.00
2025-11-21 03:23:00,285,EXIT,SHORT,24216.50,1,VALIDATION_FAILED:FastGrad>=2.2703(need<-0.18)|ATR=9.17|ADX=15.70|RSI=63.9|MACDH=0.839|BW=0.0002|Accel=2.3440|GradStab=1.0116|VOL=1|VPM=2.00
2025-11-21 03:23:30,286,ENTRY,LONG,24216.25,1,EnterLong_Bar1|ATR=8.85|ADX=15.94|RSI=63.7|MACDH=1.064|BW=0.0002|Accel=-0.4582|GradStab=1.0634|VOL=1|VPM=2.00
2025-11-21 03:28:30,296,EXIT,LONG,24220.00,1,VALIDATION_FAILED:FastGrad<=0.1321(need>0.18)|ATR=7.66|ADX=20.37|RSI=59.6|MACDH=0.211|BW=0.0002|Accel=-0.7768|GradStab=0.4686|VOL=1|VPM=2.00
2025-11-21 03:33:00,305,ENTRY,SHORT,24214.00,1,EnterShort_Bar1|ATR=7.53|ADX=21.30|RSI=47.5|MACDH=-1.819|BW=0.0001|Accel=-1.0938|GradStab=0.7163|VOL=1|VPM=2.00
2025-11-21 03:39:00,317,EXIT,SHORT,24197.50,1,VALIDATION_FAILED:FastGrad>=-0.1530(need<-0.18)|ATR=8.82|ADX=28.52|RSI=42.8|MACDH=-1.742|BW=0.0002|Accel=0.5239|GradStab=1.1759|VOL=1|VPM=2.00
2025-11-21 03:39:30,318,ENTRY,LONG,24212.00,1,EnterLong_Bar1|ATR=9.37|ADX=24.66|RSI=54.3|MACDH=0.252|BW=0.0001|Accel=2.1931|GradStab=1.6115|VOL=1|VPM=2.00
2025-11-21 03:45:30,330,EXIT,LONG,24215.00,1,VALIDATION_FAILED:FastGrad<=-0.7365(need>0.18)|ATR=8.53|ADX=20.02|RSI=51.1|MACDH=1.041|BW=0.0001|Accel=-1.3818|GradStab=0.9770|VOL=1|VPM=2.00
2025-11-21 03:46:00,331,ENTRY,LONG,24227.75,1,EnterLong_Bar1|ATR=9.03|ADX=19.62|RSI=59.4|MACDH=1.742|BW=0.0002|Accel=2.0306|GradStab=0.9754|VOL=1|VPM=2.00
2025-11-21 03:48:00,335,EXIT,LONG,24224.75,1,VALIDATION_FAILED:FastGrad<=0.1120(need>0.18)|ATR=8.62|ADX=16.50|RSI=55.6|MACDH=0.496|BW=0.0002|Accel=-0.6057|GradStab=0.8948|VOL=1|VPM=2.00
2025-11-21 03:49:00,337,ENTRY,SHORT,24217.50,1,EnterShort_Bar1|ATR=8.52|ADX=14.73|RSI=49.4|MACDH=-0.791|BW=0.0001|Accel=-0.7988|GradStab=0.8425|VOL=1|VPM=2.00
2025-11-21 03:50:00,339,EXIT,SHORT,24222.50,1,VALIDATION_FAILED:FastGrad>=0.0606(need<-0.18)|ATR=8.37|ADX=13.28|RSI=53.5|MACDH=-0.685|BW=0.0001|Accel=0.8098|GradStab=0.7743|VOL=1|VPM=2.00
2025-11-21 03:50:30,340,ENTRY,SHORT,24219.75,1,EnterShort_Bar1|ATR=8.21|ADX=12.42|RSI=51.0|MACDH=-0.973|BW=0.0001|Accel=-0.4119|GradStab=0.7380|VOL=3|VPM=6.00
2025-11-21 03:51:30,342,EXIT,SHORT,24225.25,1,VALIDATION_FAILED:FastGrad>=0.4666(need<-0.18)|ATR=8.22|ADX=12.61|RSI=55.4|MACDH=-0.383|BW=0.0001|Accel=-0.0683|GradStab=0.5530|VOL=1|VPM=2.00
2025-11-21 03:53:30,346,ENTRY,SHORT,24217.25,1,EnterShort_Bar1|ATR=7.69|ADX=10.57|RSI=47.1|MACDH=-1.080|BW=0.0000|Accel=-1.1566|GradStab=0.5388|VOL=1|VPM=2.00
2025-11-21 03:57:00,353,EXIT,SHORT,24217.25,1,VALIDATION_FAILED:FastGrad>=0.1714(need<-0.18)|ATR=7.81|ADX=12.62|RSI=49.4|MACDH=-0.952|BW=0.0001|Accel=1.0882|GradStab=0.6221|VOL=1|VPM=2.00
2025-11-21 03:58:00,355,ENTRY,LONG,24220.00,1,EnterLong_Bar1|ATR=7.48|ADX=11.17|RSI=52.0|MACDH=-0.211|BW=0.0000|Accel=0.5042|GradStab=0.6389|VOL=1|VPM=2.00
2025-11-21 03:59:30,358,EXIT,LONG,24218.50,1,VALIDATION_FAILED:FastGrad<=-0.0787(need>0.18)|ATR=7.69|ADX=10.80|RSI=49.8|MACDH=0.119|BW=0.0000|Accel=-0.6542|GradStab=0.7221|VOL=1|VPM=2.00
2025-11-21 04:00:00,359,ENTRY,SHORT,24212.75,1,EnterShort_Bar1|ATR=8.07|ADX=12.06|RSI=44.8|MACDH=-0.519|BW=0.0000|Accel=-0.8328|GradStab=0.7583|VOL=1|VPM=2.00
2025-11-21 04:01:30,362,EXIT,SHORT,24213.25,1,VALIDATION_FAILED:FastGrad>=-0.1320(need<-0.18)|ATR=7.92|ADX=11.12|RSI=47.1|MACDH=-0.752|BW=0.0001|Accel=1.1303|GradStab=0.8403|VOL=1|VPM=2.00
2025-11-21 04:02:00,363,ENTRY,SHORT,24206.50,1,EnterShort_Bar1|ATR=8.04|ADX=11.14|RSI=41.7|MACDH=-1.194|BW=0.0001|Accel=-1.0215|GradStab=0.8824|VOL=1|VPM=2.00
2025-11-21 04:04:30,368,EXIT,SHORT,24209.75,1,VALIDATION_FAILED:FastGrad>=0.3134(need<-0.18)|ATR=7.52|ADX=11.27|RSI=47.2|MACDH=-0.337|BW=0.0001|Accel=1.1576|GradStab=0.5569|VOL=1|VPM=2.00
2025-11-21 04:08:30,376,ENTRY,LONG,24207.75,1,EnterLong_Bar1|ATR=8.01|ADX=16.58|RSI=49.5|MACDH=0.394|BW=0.0001|Accel=1.3129|GradStab=0.6680|VOL=1|VPM=2.00
2025-11-21 04:09:30,378,EXIT,LONG,24192.25,1,VALIDATION_FAILED:FastGrad<=-1.8569(need>0.18)|ATR=8.45|ADX=18.51|RSI=38.0|MACDH=-0.709|BW=0.0001|Accel=-2.3247|GradStab=0.8145|VOL=1|VPM=2.00
2025-11-21 04:10:00,379,ENTRY,SHORT,24195.75,1,EnterShort_Bar1|ATR=8.51|ADX=19.52|RSI=41.3|MACDH=-0.568|BW=0.0001|Accel=0.8831|GradStab=0.8197|VOL=1|VPM=2.00
2025-11-21 04:16:00,391,EXIT,SHORT,24175.25,1,VALIDATION_FAILED:FastGrad>=0.3773(need<-0.18)|ATR=8.71|ADX=41.23|RSI=41.2|MACDH=0.084|BW=0.0003|Accel=1.4717|GradStab=1.0439|VOL=1|VPM=2.00
2025-11-21 04:16:30,392,ENTRY,LONG,24190.25,1,EnterLong_Bar1|ATR=9.34|ADX=35.92|RSI=52.7|MACDH=2.161|BW=0.0002|Accel=2.1711|GradStab=1.6918|VOL=1|VPM=2.00
2025-11-21 04:18:00,395,EXIT,LONG,24183.00,1,VALIDATION_FAILED:GradientsNotPositive(F:0.5051,S:-0.0069)|ATR=9.25|ADX=30.16|RSI=47.5|MACDH=2.506|BW=0.0001|Accel=-0.4860|GradStab=1.8207|VOL=1|VPM=2.00
2025-11-21 04:18:30,396,ENTRY,LONG,24189.25,1,EnterLong_Bar1|ATR=9.34|ADX=27.67|RSI=52.2|MACDH=3.077|BW=0.0000|Accel=0.8214|GradStab=1.5575|VOL=1|VPM=2.00
2025-11-21 04:20:00,399,EXIT,LONG,24183.25,1,VALIDATION_FAILED:FastGrad<=-0.1848(need>0.18)|ATR=8.81|ADX=22.58|RSI=47.2|MACDH=2.166|BW=0.0000|Accel=-1.1306|GradStab=0.9575|VOL=1|VPM=2.00
2025-11-21 04:23:30,406,ENTRY,SHORT,24172.50,1,EnterShort_Bar1|ATR=8.75|ADX=19.35|RSI=39.0|MACDH=-0.374|BW=0.0001|Accel=-2.3828|GradStab=0.9066|VOL=1|VPM=2.00
2025-11-21 04:24:30,408,EXIT,SHORT,24189.75,1,VALIDATION_FAILED:FastGrad>=0.8823(need<-0.18)|ATR=9.19|ADX=18.07|RSI=52.7|MACDH=0.831|BW=0.0000|Accel=1.3241|GradStab=0.8720|VOL=1|VPM=2.00
2025-11-21 04:25:00,409,ENTRY,LONG,24196.75,1,EnterLong_Bar1|ATR=9.15|ADX=16.77|RSI=57.0|MACDH=1.637|BW=0.0001|Accel=0.9057|GradStab=0.9998|VOL=1|VPM=2.00
2025-11-21 04:27:30,414,EXIT,LONG,24187.75,1,VALIDATION_FAILED:FastGrad<=-0.3734(need>0.18)|ATR=9.04|ADX=14.43|RSI=49.6|MACDH=0.508|BW=0.0000|Accel=-0.8716|GradStab=1.0418|VOL=1|VPM=2.00
2025-11-21 04:28:30,416,ENTRY,SHORT,24186.25,1,EnterShort_Bar1|ATR=8.43|ADX=14.83|RSI=48.4|MACDH=-0.021|BW=0.0000|Accel=-0.4054|GradStab=0.7362|VOL=1|VPM=2.00
2025-11-21 04:30:00,419,EXIT,SHORT,24190.00,1,VALIDATION_FAILED:FastGrad>=0.3636(need<-0.18)|ATR=7.90|ADX=16.54|RSI=51.9|MACDH=-0.003|BW=0.0000|Accel=0.8384|GradStab=0.5860|VOL=1|VPM=2.00
2025-11-21 04:30:30,420,ENTRY,SHORT,24182.50,1,EnterShort_Bar1|ATR=7.91|ADX=16.96|RSI=45.8|MACDH=-0.684|BW=0.0000|Accel=-1.1653|GradStab=0.6199|VOL=1|VPM=2.00
2025-11-21 04:31:30,422,EXIT,SHORT,24186.75,1,VALIDATION_FAILED:FastGrad>=0.1782(need<-0.18)|ATR=8.03|ADX=17.29|RSI=49.9|MACDH=-0.388|BW=0.0000|Accel=1.2432|GradStab=0.4848|VOL=1|VPM=2.00
2025-11-21 04:32:00,423,ENTRY,LONG,24190.00,1,EnterLong_Bar1|ATR=8.06|ADX=15.24|RSI=52.6|MACDH=0.047|BW=0.0000|Accel=0.4924|GradStab=0.5147|VOL=1|VPM=2.00
2025-11-21 04:33:00,425,EXIT,LONG,24187.75,1,VALIDATION_FAILED:FastGrad<=0.0759(need>0.18)|ATR=8.03|ADX=14.51|RSI=50.4|MACDH=0.160|BW=0.0000|Accel=-0.5017|GradStab=0.5770|VOL=1|VPM=2.00
2025-11-21 04:40:00,439,ENTRY,SHORT,24188.00,1,EnterShort_Bar1|ATR=9.07|ADX=15.93|RSI=45.2|MACDH=-0.940|BW=0.0001|Accel=-1.5060|GradStab=1.4211|VOL=1|VPM=2.00
2025-11-21 04:41:00,441,EXIT,SHORT,24205.50,1,VALIDATION_FAILED:FastGrad>=1.5057(need<-0.18)|ATR=9.40|ADX=16.54|RSI=58.1|MACDH=0.154|BW=0.0001|Accel=2.9836|GradStab=1.5953|VOL=1|VPM=2.00
2025-11-21 04:41:30,442,ENTRY,LONG,24209.50,1,EnterLong_Bar1|ATR=9.46|ADX=18.18|RSI=60.3|MACDH=0.794|BW=0.0001|Accel=0.3295|GradStab=1.4874|VOL=1|VPM=2.00
2025-11-21 04:45:30,450,EXIT,LONG,24202.75,1,VALIDATION_FAILED:FastGrad<=-0.6455(need>0.18)|ATR=7.70|ADX=20.75|RSI=51.6|MACDH=-0.555|BW=0.0001|Accel=-0.8464|GradStab=0.6653|VOL=1|VPM=2.00
