barIndex,Time,signal,trendSide,status,blockers,fastGrad,slowGrad,accel,adx,rsi,gradStab,bandwidth,trend_aligned
3754,09:17:00,LONG,BULL,BLOCKED,ADX<16(13.3),0.60851973194076,0.415857074171072,0.743746339041536,13.292932088501,61.9043469847143,0.192662657769688,4.77636465246734e-05,True
3755,09:17:31,LONG,BULL,BLOCKED,"ADX<16(11.9), AccelMisAligned(-0.454)",0.154904574068496,0.180106513820647,0.244883368304727,11.9373395480447,55.9635323152947,0.0252019397521508,3.99483768703067e-05,True
3758,09:19:02,SHORT,BEAR,BLOCKED,"ADX<16(15.2), RSI<50.0(40.8)",-0.878172271055519,-0.476921333476639,-1.18443277573897,15.2293042714981,40.843796660047,0.40125093757888,2.28125472767823e-05,True
3759,09:19:31,SHORT,BEAR,BLOCKED,"ADX<16(15.8), AccelMisAligned(+0.151), RSI<50.0(41.0)",-0.726769048222195,-0.433767827795236,-0.832717725603288,15.8171068964278,40.990621735026,0.293001220426959,3.35049144428492e-05,True
3760,09:20:00,SHORT,BEAR,BLOCKED,"AccelMisAligned(+0.235), RSI<50.0(42.7)",-0.491323436148377,-0.330098329457542,-0.54495086640236,16.6488227195363,42.7465664453936,0.161225106690836,3.64464207759853e-05,True
3761,09:20:30,SHORT,BEAR,BLOCKED,"ADX<16(15.4), AccelMisAligned(+0.098), RSI<50.0(42.9)",-0.393727439495706,-0.29639281962227,-0.536777981600608,15.449971481012,42.9476940187726,0.0973346198734362,4.11350285110104e-05,True
3762,09:21:00,SHORT,BEAR,BLOCKED,RSI<50.0(39.5),-0.632057987681037,-0.455239761970006,-0.939181984947936,16.2193096023706,39.5146741283874,0.176818225711031,5.83384203537337e-05,True
3763,09:21:31,SHORT,BEAR,BLOCKED,"AccelMisAligned(+0.532), RSI<50.0(45.9)",-0.099782981658791,-0.172654569221777,-0.177512533136905,16.4842413425323,45.9300626883181,0.072871587562986,4.69378362594312e-05,True
3765,09:22:30,LONG,BULL,BLOCKED,ADX<16(15.0),0.468890581025335,0.185088620099123,0.517532932361064,15.0088534029071,53.8102192703036,0.283801960926212,1.38567044974027e-05,True
3766,09:23:00,LONG,BULL,BLOCKED,ADX<16(14.7),0.652232789430855,0.320522356960282,0.741617853753269,14.7483771691111,56.9245998391998,0.331710432470572,4.33090155929714e-06,True
3767,09:23:31,LONG,BULL,BLOCKED,"ADX<16(15.6), AccelMisAligned(-0.238)",0.413810298789031,0.223102994164947,0.561323698522756,15.5705952943694,55.2876436933964,0.190707304624084,1.01394161211651e-05,True
3771,09:25:30,SHORT,BEAR,BLOCKED,"ADX<16(12.9), RSI<50.0(47.6)",-0.213115081100113,-0.122228218311648,-0.482696210227004,12.8708303344068,47.5822135537672,0.0908868627884658,7.96528297467638e-06,True
3772,09:26:00,SHORT,BEAR,BLOCKED,"ADX<16(11.9), AccelMisAligned(+0.188), RSI<50.0(49.5)",-0.025606553957914,-0.0244196351632127,-0.031296899280278,11.8972890719261,49.518648916451,0.0011869187947013,4.60054076701776e-06,True
3774,09:27:00,LONG,BULL,BLOCKED,ADX<16(10.4),0.241310714067367,0.140252105153195,0.239379761638702,10.3573772495035,53.3080340067857,0.101058608914173,9.71246816926684e-06,True
3775,09:27:31,LONG,BULL,BLOCKED,ADX<16(10.5),0.309006286719523,0.191520612144814,0.377674350434972,10.4638820186094,54.7561727333065,0.117485674574709,1.69000363988886e-05,True
3776,09:28:00,LONG,BULL,BLOCKED,ADX<16(11.4),0.310674565163936,0.211829306677828,0.49082446853572,11.4336964331393,55.4130136231063,0.0988452584861079,2.42057986544219e-05,True
3777,09:28:30,LONG,BULL,BLOCKED,"ADX<16(11.1), AccelMisAligned(-0.234)",0.0765023301755718,0.0862129101260507,0.0379472924360016,11.0545638429104,52.4558701875876,0.0097105799504788,1.87062037647036e-05,True
3778,09:29:00,LONG,BULL,BLOCKED,ADX<16(11.0),0.360113476755942,0.250337757690431,0.440138693811605,11.030278092164,56.363998191877,0.10977571906551,2.98537018626594e-05,True
3779,09:29:30,LONG,BULL,BLOCKED,ADX<16(12.8),0.538439952055342,0.372754569878452,0.769204385844205,12.7513439268654,59.0364693454509,0.165685382176889,4.40562012264081e-05,True
3780,09:30:00,LONG,BULL,BLOCKED,"ADX<16(13.0), AccelMisAligned(-0.090)",0.448806241765851,0.339521708348911,0.492985406599473,13.0064110247175,58.881598884784,0.10928453341694,4.75085732709878e-05,True
3781,09:30:31,LONG,BULL,BLOCKED,ADX<16(15.3),0.470510892024322,0.369544584202231,0.630624423585687,15.2627985368911,59.950529659149,0.100966307822091,5.48967317745376e-05,True
3782,09:31:00,LONG,BULL,BLOCKED,AccelMisAligned(-0.168),0.302318829009891,0.288998387968604,0.425056346572092,16.5023789545199,58.5650426750118,0.0133204410412873,5.45681864621026e-05,True
3784,09:32:00,SHORT,BEAR,BLOCKED,"ADX<16(14.8), RSI<50.0(41.0)",-0.975682887568837,-0.469398900851957,-1.13694575147019,14.810146551385,41.0447572959314,0.50628398671688,2.707432769684e-06,True
3785,09:32:30,SHORT,BEAR,BLOCKED,RSI<50.0(37.1),-1.20737690800888,-0.661655694875662,-1.47568288756884,16.3773401597277,37.0727521309487,0.54572121313322,3.35910249352287e-05,True
3786,09:33:00,SHORT,BEAR,BLOCKED,"AccelMisAligned(+0.257), RSI<50.0(37.7)",-0.9506637511804,-0.577098916677642,-1.16192236255301,17.8393886202341,37.6633441999922,0.373564834502758,4.74582054833376e-05,True
3787,09:33:30,SHORT,BEAR,BLOCKED,"AccelMisAligned(+0.574), RSI<50.0(44.0)",-0.37698935014123,-0.287443237539264,-0.405209205724532,16.873989012901,43.9792399091415,0.0895461126019654,4.07521682898993e-05,True
3788,09:34:01,SHORT,BEAR,BLOCKED,"ADX<16(15.4), AccelMisAligned(+0.097), RSI<50.0(44.5)",-0.27952021209785,-0.240793314689654,-0.286080259233131,15.3794630467923,44.4801153431373,0.0387268974081962,4.05726786774679e-05,True
3789,09:34:30,SHORT,BEAR,BLOCKED,"ADX<16(15.6), RSI<50.0(41.1)",-0.526219016512186,-0.39019621895568,-0.643156575737521,15.5835597168647,41.1099292413027,0.136022797556507,5.27564978832702e-05,True
3790,09:35:00,SHORT,BEAR,BLOCKED,"ADX<16(15.7), AccelMisAligned(+0.240), RSI<50.0(43.2)",-0.285914732517995,-0.279338529169763,-0.571673561964417,15.7186882575974,43.1667130932645,0.0065762033482315,5.38691563665021e-05,True
3791,09:35:30,SHORT,BEAR,BLOCKED,"ADX<16(14.6), AccelMisAligned(+0.230), RSI<50.0(46.0)",-0.0562442852788081,-0.147292682857369,-0.0131874597900605,14.5694631518395,46.0247929939025,0.091048397578561,4.5164097298917e-05,True
3793,09:36:32,LONG,BULL,BLOCKED,ADX<16(13.2),0.282784629460366,0.0906893608953396,0.623403436005901,13.2162811992126,51.4142829518008,0.192095268565026,1.61940091805984e-05,True
3795,09:37:30,SHORT,BEAR,BLOCKED,"ADX<16(13.2), RSI<50.0(43.6)",-0.390712918968347,-0.286630380629504,-0.533093567632022,13.1811885520209,43.5694664933865,0.104082538338844,3.80168260599364e-05,True
3798,09:39:00,SHORT,BEAR,BLOCKED,"ADX<16(11.9), AccelMisAligned(+0.121), RSI<50.0(46.4)",-0.133776852486335,-0.138967063085147,-0.163505041924509,11.8709361222869,46.4162725736507,0.0051902105988119,2.83002374873126e-05,True
3799,09:39:30,SHORT,BEAR,BLOCKED,"ADX<16(13.2), RSI<50.0(39.7)",-0.741685193355806,-0.491945256624604,-0.906504125214269,13.2205806575831,39.7150379265401,0.249739936731203,5.26426983780133e-05,True
3800,09:40:00,SHORT,BEAR,BLOCKED,"ADX<16(15.9), RSI<50.0(33.9)",-1.34237053010293,-0.87366475599265,-1.69623064789994,15.9095255023546,33.8627274312808,0.468705774110276,8.90294031184006e-05,True
3801,09:40:30,SHORT,BEAR,BLOCKED,RSI<50.0(21.9),-3.48673291305749,-2.1714109697059,-4.20600689373532,20.4896100122746,21.9017854017577,1.31532194335159,0.000194631027414,True
3802,09:41:00,SHORT,BEAR,BLOCKED,"AccelMisAligned(+1.489), RSI<50.0(31.0)",-1.99740957349422,-1.46914507236579,-2.44127836760163,23.2432837846474,30.966661889345,0.528264501128433,0.0001958374723505,True
3803,09:41:30,SHORT,BEAR,BLOCKED,"AccelMisAligned(+0.111), RSI<50.0(30.0)",-1.88631031219848,-1.47775257114336,-2.36104593712662,25.6506966353638,30.0410395790243,0.40855774105512,0.0002187805812305,True
3804,09:42:01,SHORT,BEAR,BLOCKED,"AccelMisAligned(+1.058), RSI<50.0(37.0)",-0.828468767831509,-0.92544960518353,-1.06812849401467,26.6077418727877,36.9553915294381,0.0969808373520209,0.0001996039756513,True
3805,09:42:30,SHORT,BEAR,BLOCKED,RSI<50.0(35.8),-0.892714115831041,-0.964295674533787,-1.14665058601167,27.8479461309626,35.7850065319064,0.0715815587027464,0.0002027639093943,True
3806,09:43:00,SHORT,BEAR,BLOCKED,"AccelMisAligned(+0.146), RSI<50.0(36.1)",-0.746931384026539,-0.876993138634134,-0.801805024919304,29.2588330065133,36.076419099221,0.130061754607596,0.0001959366736782,True
3807,09:43:30,SHORT,BEAR,BLOCKED,RSI<50.0(35.4),-0.751621545605303,-0.877370209331275,-0.974204111298604,31.1808813264342,35.4191946960434,0.125748663725972,0.0001952535307232,True
3808,09:44:00,SHORT,BEAR,BLOCKED,"AccelMisAligned(+0.261), RSI<50.0(37.4)",-0.490996140622883,-0.714446062411298,-0.433439727425139,32.3080195550525,37.4310315521568,0.223449921788415,0.0001804749946646,True
3822,09:51:01,LONG,BULL,BLOCKED,"AccelMisAligned(-0.011), RSI<50.0(50.0)",0.298533830959059,0.0999088675598614,0.309319126725313,19.0328294956455,49.9603696002955,0.198624963399197,1.55445155718432e-05,True
3824,09:52:01,SHORT,BEAR,BLOCKED,RSI<50.0(42.4),-0.382424009476381,-0.280487082934997,-0.689629344920831,18.808623685284,42.3915424178401,0.101936926541384,3.72086275998399e-05,True
3825,09:52:31,SHORT,BEAR,BLOCKED,RSI<50.0(38.8),-0.680660966430878,-0.479397610182787,-1.10969673675208,20.0181249738333,38.7654634135782,0.201263356248091,5.88005581677811e-05,True
3826,09:53:00,SHORT,BEAR,BLOCKED,"AccelMisAligned(+0.041), RSI<50.0(37.8)",-0.639549055184034,-0.479092168850912,-0.726115511886746,20.7409791958479,37.8285711599769,0.160456886333122,6.59819595017406e-05,True
3827,09:53:30,SHORT,BEAR,BLOCKED,"AccelMisAligned(+0.414), RSI<50.0(42.2)",-0.225746747630183,-0.261128742335131,-0.275912691548001,20.8854408250832,42.2057359238518,0.0353819947049487,5.77593518255177e-05,True
3828,09:54:00,SHORT,BEAR,BLOCKED,RSI<50.0(37.6),-0.659908495992568,-0.514037116085092,-0.86211038399415,21.5445284200929,37.625796222443,0.145871379907476,7.54620101251584e-05,True
3829,09:54:31,SHORT,BEAR,BLOCKED,"AccelMisAligned(+0.203), RSI<50.0(38.8)",-0.457280504986556,-0.419729726341757,-0.614453950536699,21.9911871539411,38.8114950973267,0.0375507786447997,7.6090380974403e-05,True
3830,09:55:00,SHORT,BEAR,BLOCKED,"AccelMisAligned(+0.203), RSI<50.0(40.6)",-0.254303884245019,-0.31286204265416,-0.366371414078458,20.0456312683458,40.6126225700495,0.0585581584091415,7.20750761271491e-05,True
3831,09:55:35,SHORT,BEAR,BLOCKED,RSI<50.0(39.5),-0.352694913555752,-0.356761802762776,-0.20884933878915,19.6646774981673,39.4837996191364,0.0040668892070243,7.1062131382444e-05,True
3836,09:58:01,SHORT,BEAR,BLOCKED,RSI<50.0(40.7),-0.551215905892604,-0.374753533560579,-0.562597218311566,17.2824459666606,40.6775562214541,0.176462372332026,4.25751466332961e-05,True
3837,09:58:31,SHORT,BEAR,BLOCKED,"AccelMisAligned(+0.369), RSI<50.0(44.3)",-0.182399790770432,-0.18600149634949,-0.27848863316467,16.3904766616258,44.2571142651523,0.003601705579058,3.73120338344089e-05,True
3838,09:59:00,SHORT,BEAR,BLOCKED,"ADX<16(15.8), AccelMisAligned(+0.116), RSI<50.0(45.4)",-0.0665915643512562,-0.122935594201408,-0.136945245314564,15.7704122704196,45.3998921503669,0.0563440298501519,3.42368310341898e-05,True
3841,10:00:30,SHORT,BEAR,BLOCKED,"ADX<16(15.5), RSI<50.0(37.8)",-0.847824448777828,-0.543325672191713,-0.925118770723202,15.5017805331773,37.8016662014557,0.304498776586115,5.30941719811192e-05,True
3842,10:01:00,SHORT,BEAR,BLOCKED,"ADX<16(15.1), AccelMisAligned(+0.737), RSI<50.0(45.4)",-0.111029920899455,-0.161648397286626,-0.30236990332196,15.1039103671657,45.3756501053048,0.0506184763871715,4.08550850137587e-05,True
3843,10:01:30,SHORT,BEAR,BLOCKED,"ADX<16(13.5), RSI<50.0(44.9)",-0.119768282391306,-0.165527688248403,-0.201939011807553,13.5067741773971,44.9140641094039,0.0457594058570976,4.07580496346213e-05,True
3846,10:03:00,SHORT,BEAR,BLOCKED,"ADX<16(11.2), AccelMisAligned(+0.444), RSI<50.0(45.7)",-0.0205192170251394,-0.130153807767783,-0.191745709696988,11.240318817212,45.7114608066667,0.109634590742644,4.51197991925257e-05,True
3847,10:03:30,SHORT,BEAR,BLOCKED,"ADX<16(11.6), RSI<50.0(43.9)",-0.169681012277579,-0.21639766280714,-0.429610126117041,11.6484455603069,43.8956954630441,0.0467166505295609,5.09606972023381e-05,True
3848,10:04:00,SHORT,BEAR,BLOCKED,"ADX<16(12.7), RSI<50.0(36.5)",-0.824780332357477,-0.588078611021047,-0.896953739549645,12.7192048346214,36.4842065751153,0.236701721336431,7.39560219924625e-05,True
3849,10:04:30,SHORT,BEAR,BLOCKED,"ADX<16(14.1), AccelMisAligned(+0.125), RSI<50.0(36.7)",-0.699613660355681,-0.538873845347553,-0.688416695997148,14.1136899006515,36.6562415632744,0.160739815008128,7.77358279333942e-05,True
3850,10:05:00,SHORT,BEAR,BLOCKED,"ADX<16(12.4), AccelMisAligned(+0.301), RSI<50.0(39.0)",-0.398857457650593,-0.394582005195844,-0.65415911490345,12.3914709131426,39.0060556294632,0.004275452454749,7.70519164007337e-05,True
3851,10:05:30,SHORT,BEAR,BLOCKED,"ADX<16(13.4), RSI<50.0(31.5)",-1.04121395295078,-0.768567392457044,-1.21703927583076,13.4138402711734,31.5352794764328,0.27264656049374,0.0001031759145636,True
3852,10:06:00,SHORT,BEAR,BLOCKED,"ADX<16(14.9), RSI<50.0(28.2)",-1.29818331688148,-0.953873899299651,-1.58666849840665,14.8904178826458,28.1771237105731,0.344309417581826,0.0001270067061021,True
3853,10:06:30,SHORT,BEAR,BLOCKED,RSI<50.0(25.3),-1.50843097827237,-1.12153216739171,-1.84363786233371,17.4016055154844,25.2782108080638,0.386898810880666,0.0001525207875384,True
3854,10:07:00,SHORT,BEAR,BLOCKED,"AccelMisAligned(+0.349), RSI<50.0(26.6)",-1.15979063511622,-0.971635679794417,-1.41752188736427,18.9059589683001,26.633002999083,0.188154955321806,0.0001582408307365,True
3855,10:07:30,SHORT,BEAR,BLOCKED,RSI<50.0(24.9),-1.21751465186753,-1.03216017287559,-1.43251790784416,19.3129921971857,24.911808898832,0.18535447899194,0.0001706834021635,True
3856,10:08:00,SHORT,BEAR,BLOCKED,"AccelMisAligned(+0.081), RSI<50.0(24.5)",-1.13664421929934,-1.01775943078974,-1.4447873791396,20.6003303325653,24.5063272205949,0.118884788509604,0.0001796506744501,True
3857,10:08:30,SHORT,BEAR,BLOCKED,RSI<50.0(18.8),-1.96717171661658,-1.51153290903676,-2.18209876475157,23.2257867015943,18.7617816172627,0.455638807579817,0.0002172834413682,True
3858,10:09:00,SHORT,BEAR,BLOCKED,"AccelMisAligned(+0.473), RSI<50.0(21.4)",-1.49380165243929,-1.29047988822276,-1.60353535298054,25.5105352826676,21.4056749451512,0.203321764216525,0.0002184829123558,True
3859,10:09:31,SHORT,BEAR,BLOCKED,"AccelMisAligned(+0.466), RSI<50.0(23.0)",-1.02798647596137,-1.05759971746011,-1.31198347061945,25.9439762945068,22.9651817143844,0.0296132414987369,0.0002139065687433,True
3860,10:10:00,SHORT,BEAR,BLOCKED,"AccelMisAligned(+0.150), RSI<50.0(22.2)",-0.878269926615758,-0.978417884958617,-1.07344102141724,27.0118794506578,22.1977415439249,0.100147958342859,0.0002108174153379,True
3861,10:10:30,SHORT,BEAR,BLOCKED,RSI<50.0(19.3),-1.23924564243498,-1.18682253083534,-1.51463356297972,29.6547918600012,19.2990261371917,0.0524231115996372,0.0002248565819853,True
3864,10:12:00,LONG,BULL,BLOCKED,"AccelMisAligned(-0.307), RSI<50.0(48.2)",0.768286947153683,0.108119916501892,0.939017379852885,24.8915964541442,48.2220365470312,0.660167030651792,9.58915136626508e-05,True
3866,10:13:00,LONG,BULL,BLOCKED,AccelMisAligned(-0.274),0.776516656587773,0.270884039196972,1.00463146916081,23.0394147065191,51.6817292721371,0.505632617390802,3.63375289528316e-05,True
3867,10:13:30,LONG,BULL,BLOCKED,AccelMisAligned(-0.083),0.693183049603249,0.283634312108916,0.958334838403971,22.9358457699176,52.3280540663199,0.409548737494333,1.67612384941404e-05,True
3871,10:15:31,LONG,BULL,BLOCKED,AccelMisAligned(-0.218),1.16067092953745,0.799351718025719,1.69637558054455,17.6562578783256,62.7049236681314,0.361319211511727,9.3531281183429e-05,True
3872,10:16:00,LONG,BULL,BLOCKED,AccelMisAligned(-0.537),0.623193570449075,0.531613005652616,0.706125474993314,16.8695197142742,58.4207515282294,0.0915805647964589,8.86040237710943e-05,True
3874,10:17:00,LONG,BULL,BLOCKED,"ADX<16(15.9), AccelMisAligned(-0.144)",0.647081496070314,0.586994730143488,0.790877384086343,15.8907966372188,60.5014570593943,0.060086765926826,0.0001051131170892,True
3877,10:18:30,LONG,BULL,BLOCKED,ADX<16(13.7),0.690591251761361,0.60048094125159,0.732944863259036,13.6726249810073,60.6210969777186,0.0901103105097718,0.0001024379178372,True
3878,10:19:00,LONG,BULL,BLOCKED,"ADX<16(12.5), AccelMisAligned(-0.456)",0.23445069358786,0.361886384485842,0.508773069941526,12.4815335853882,57.1091601382035,0.127435690897983,9.39948403466916e-05,True
3879,10:19:30,LONG,BULL,BLOCKED,ADX<16(11.7),0.286864617064566,0.387511717482994,0.461723420859926,11.7375863935194,58.3341562958752,0.100647100418428,9.42918759933689e-05,True
3882,10:21:00,LONG,BULL,BLOCKED,ADX<16(10.5),0.43158714324818,0.42441318316196,0.527495397302118,10.4623950161296,58.5071416879745,0.0071739600862201,8.24283648511454e-05,True
3883,10:21:30,LONG,BULL,BLOCKED,"ADX<16(10.6), AccelMisAligned(-0.136)",0.295265513894265,0.345444127171504,0.249768961428344,10.6383107579433,57.371867517786,0.0501786132772395,7.7033362482352e-05,True
3889,10:24:30,LONG,BULL,BLOCKED,"ADX<16(15.1), AccelMisAligned(-0.104)",0.264081646313571,0.222925872960332,0.322766456607496,15.1298154946561,55.0351231529323,0.0411557733532391,3.66593120412676e-05,True
3890,10:25:00,LONG,BULL,BLOCKED,ADX<16(13.5),0.831769280870503,0.563372841974342,1.1277180099496,13.5071611542767,60.4527876996269,0.268396438896161,6.34641809897732e-05,True
3891,10:25:31,LONG,BULL,BLOCKED,"ADX<16(13.0), AccelMisAligned(-0.531)",0.300373213271087,0.292031210767163,0.422678371778602,12.9756341450809,55.9797879326172,0.0083420025039231,5.61096623175552e-05,True
3892,10:26:02,LONG,BULL,BLOCKED,"ADX<16(12.7), AccelMisAligned(-0.249)",0.0515450257335033,0.154241390238894,0.118555031451251,12.6726694264483,53.8191753296211,0.102696364505391,4.86442668655144e-05,True
3893,10:26:30,LONG,BULL,BLOCKED,ADX<16(11.5),0.108288905350491,0.180368060558976,0.18790866209747,11.5079509268979,54.5293784822768,0.0720791552084847,4.83620160447477e-05,True
3894,10:27:00,LONG,BULL,BLOCKED,ADX<16(11.2),0.7001702614034,0.512396499234455,0.744652541714458,11.2037000649673,60.271281354671,0.187773762168945,6.7717400218659e-05,True
3895,10:27:30,LONG,BULL,BLOCKED,"ADX<16(10.2), AccelMisAligned(-0.652)",0.0480731890856987,0.149537875724491,-0.163466102232633,10.1555128405208,53.586434961205,0.101464686638792,4.74966159624713e-05,True
3896,10:28:00,LONG,BULL,BLOCKED,ADX<16(9.5),0.17982847701569,0.219196400030341,0.275345916357765,9.45902099314512,54.8716323643513,0.0393679230146518,5.02116617471007e-05,True
3897,10:28:36,LONG,BULL,BLOCKED,ADX<16(8.8),0.386801811775513,0.332107400485256,0.361646658835525,8.81227856343912,57.0806138790613,0.0546944112902565,5.57824893120671e-05,True
3900,10:30:00,LONG,BULL,BLOCKED,"ADX<16(8.3), AccelMisAligned(-0.280)",0.190988575141091,0.229975770685996,0.288986036281131,8.33704653819457,56.6102178612286,0.0389871955449053,5.22673801165794e-05,True
3901,10:30:30,LONG,BULL,BLOCKED,ADX<16(8.2),0.371139412720368,0.335057443317055,0.509170393321256,8.21430166364131,59.069698512114,0.0360819694033125,5.96645643986812e-05,True
3902,10:31:00,LONG,BULL,BLOCKED,"ADX<16(9.5), AccelMisAligned(-0.291)",0.0805190236278577,0.173895509935392,0.0984121399924334,9.51280125319316,55.6168853099731,0.0933764863075339,5.08603838835418e-05,True
3903,10:31:30,LONG,BULL,BLOCKED,ADX<16(8.4),0.25182961437531,0.265043783369038,0.307791750903561,8.39573867018865,57.8290872442121,0.0132141689937271,5.4606473652289e-05,True
3904,10:32:01,LONG,BULL,BLOCKED,ADX<16(9.2),0.693645717547042,0.509642788125348,0.570011432555475,9.17816357149878,62.7779406674737,0.184002929421695,6.783618634883e-05,True
3905,10:32:30,LONG,BULL,BLOCKED,ADX<16(12.0),1.03033823171063,0.724143928484409,1.14819117209117,12.0337847611828,66.8850106564707,0.306194303226221,8.84433380166247e-05,True
3906,10:33:00,LONG,BULL,BLOCKED,ADX<16(13.4),1.05788004082206,0.782161967043066,1.34852004989079,13.4181369330143,68.3327916428843,0.275718073778989,0.0001052867188429,True
3907,10:33:30,LONG,BULL,BLOCKED,"ADX<16(14.9), AccelMisAligned(-0.097)",0.960579537531885,0.767761054081348,1.28515276809412,14.8837565086713,68.7771239936095,0.192818483450537,0.000117153393715,True
3909,10:34:31,LONG,BULL,BLOCKED,AccelMisAligned(-0.442),0.603964213329164,0.616390946011961,0.682622927401098,18.583008487905,66.4468470041421,0.0124267326827976,0.0001237215616049,True
3910,10:35:00,LONG,BULL,BLOCKED,AccelMisAligned(-0.102),0.502417000989226,0.559954620086501,0.558509667873295,18.5792675370361,66.4733824697736,0.0575376190972747,0.0001205969631415,True
3912,10:36:00,LONG,BULL,BLOCKED,AccelMisAligned(-0.649),0.171039479999308,0.388188745801017,0.320159364444407,21.9856514798029,61.5129976852836,0.217149265801709,0.0001150492141717,True
