ts_local,bar_time_utc,bar_index,open,high,low,close,vpm,attract,objection,netflow,ema_color,momentum,supertrend,upper_band,lower_band,bull_cross,bear_cross,bull_cross_raw,bear_cross_raw,bull_reason,bear_reason,realtime_state,realtime_reason,regime,atr30,ema10,ema20,energy_ema_first,range_max,range_min,range_mid,range_os,range_count,score_bull,score_bear,adx,atr_ratio,ema_spread,price_to_band,momentum_ext,curvature_ratio,range_break,exit_long,exit_short
2025-11-19 06:36:00.000,2025-11-19T12:36:00.0000000Z,671,24510.25,24511.75,24502.25,24503.25,2,1.5,6.5,-5,0,-0.0018636196993767568,24558.450000000001,24558.450000000001,24470.049999999999,0,0,0,0,[GUARD-EMA0],[RT-BEAR]|[RT-PLOT]|[THROTTLE-BYPASS],BEAR,BEAR|net<=-0.50|obj>=4.00|ema<=6,BEAR,8.3855012436624108,24515.745634041563,24524.005047856983,24519.835337774493,24551.909906025052,24533.915093974945,24542.912499999999,-1,8,5,5,24.438764442507964,0.00037761325891938236,0.47976670583029463,0.39497098646034251,0.001321312775061746,-16836302.784058873,1,0,0
2025-11-19 06:36:30.000,2025-11-19T12:36:30.0000000Z,672,24504.5,24510.75,24498.75,24510.25,2,2,4,-2,0,-0.0016496441045589238,24558.450000000001,24558.450000000001,24470.049999999999,0,0,0,0,,[RT-BEAR]|[RT-PLOT]|[THROTTLE-BYPASS],BEAR,BEAR|net<=-0.50|obj>=4.00|ema<=6,BEAR,8.4523734244292186,24515.601799753014,24523.19050815178,24518.918270219594,24551.909906025052,24533.915093974945,24542.912499999999,-1,9,6,6,26.312926251269552,0.00038039481364739468,0.47088963096006126,0.35333896872358012,0.00081300813008130081,20982122.793080967,1,0,0
2025-11-19 06:37:00.000,2025-11-19T12:37:00.0000000Z,673,24510.25,24512,24501.5,24507.5,2,2.5,4.5,-2,0,-0.0015379757794277914,24558.450000000001,24558.450000000001,24470.049999999999,0,0,0,0,[GUARD-EMA0],[RT-BEAR]|[RT-PLOT]|[THROTTLE-BYPASS],BEAR,BEAR|net<=-0.50|obj>=4.00|ema<=6,BEAR,8.5256276436149108,24513.810563434283,24521.506831638457,24517.014616175678,24551.909906025052,24533.915093974945,24542.912499999999,-1,10,6,6,27.371903904693053,0.0003771655670940894,0.47883839675991863,0.47778387273724976,0.00073159579332418838,-19888147.844071314,1,0,0
2025-11-19 06:37:30.000,2025-11-19T12:37:30.0000000Z,674,24508,24514.75,24506,24514,2,3,4,-1,0,-0.00070318471337579619,24558.450000000001,24558.450000000001,24470.049999999999,0,0,0,0,,[RT-BEAR]|[RT-PLOT]|[THROTTLE-BYPASS],BEAR,BEAR|net<=-0.50|obj>=4.00|ema<=6,BEAR,8.5156067221610812,24514.692113884248,24521.285092570848,24517.441692940542,24551.909906025052,24533.915093974945,24542.912499999999,-1,10,6,6,27.567216071516352,0.00037063663315921216,0.51257851514253894,0.5,0.0011383502053095905,19244183.45142382,1,0,0
2025-11-19 06:38:00.000,2025-11-19T12:38:00.0000000Z,675,24513.75,24519.5,24512.75,24517.5,2,2.5,4.5,-2,0,-0.00047901994557518067,24558.450000000001,24558.450000000001,24471.599999999999,0,0,0,0,,[RT-BEAR]|[RT-PLOT]|[THROTTLE-BYPASS],BEAR,BEAR|net<=-0.50|obj>=4.00|ema<=6,BEAR,8.4411976092001559,24515.760489872231,24521.247736815803,24518.373354352436,24551.909906025052,24533.915093974945,24542.912499999999,-1,12,4,4,26.606548898252743,0.00036606921309498562,0.52660587510929524,0.49591503267973835,0.001128186364190755,16238399.544761647,1,0,0
2025-11-19 06:38:30.000,2025-11-19T12:38:30.0000000Z,676,24517.5,24526.75,24516.75,24521,2,2.5,6.5,-4,1,-0.00074370651099768743,24558.450000000001,24558.450000000001,24471.599999999999,0,0,0,0,,[RT-BEAR]|[RT-PLOT]|[THROTTLE-BYPASS],BEAR,BEAR|net<=-0.50|obj>=4.00|ema<=6,BEAR,8.4903799111157063,24517.279243779758,24521.549539658739,24520.428683481947,24551.909906025052,24533.915093974945,24542.912499999999,-1,11,5,5,24.357244807881081,0.0003692951784791503,0.60640250758172942,0.64705882352941879,0.0015856881479975604,14684485.712568915,1,0,0
2025-11-19 06:39:00.000,2025-11-19T12:39:00.0000000Z,677,24521.25,24524.25,24519.5,24523.5,2,1.5,4.5,-3,2,-0.00021403455129185141,24555.799999999999,24555.799999999999,24491.200000000001,0,0,0,0,,[RT-BEAR]|[RT-PLOT]|[THROTTLE-BYPASS],BEAR,BEAR|net<=-0.50|obj>=4.00|ema<=6,BEAR,8.3607005807451831,24518.790455654511,24521.952984861309,24521.57294678556,24551.909906025052,24533.915093974945,24542.912499999999,-1,12,3,3,23.299478139974301,0.00037417715909436144,0.68739127515914911,0.7124183006536049,0.0015345372506376967,11010133.822241249,1,0,0
2025-11-19 06:39:30.000,2025-11-19T12:39:30.0000000Z,678,24523.75,24525,24518.25,24520.25,2,1.5,6.5,-5,0,-0.00055026239364141236,24555.799999999999,24555.799999999999,24491.200000000001,0,0,0,0,[GUARD-EMA0],[RT-BEAR]|[RT-PLOT]|[THROTTLE-BYPASS],BEAR,BEAR|net<=-0.50|obj>=4.00|ema<=6,BEAR,8.3247883391647868,24518.353348014847,24521.393970430076,24521.308357428446,24551.909906025052,24533.915093974945,24542.912499999999,-1,11,3,3,22.619330134638766,0.00036812350390275301,0.75831903353897279,0.65384615384616795,0.0013004693881697926,25256972.518180784,1,0,0
2025-11-19 06:40:00.000,2025-11-19T12:40:00.0000000Z,679,24519.25,24524.5,24518.75,24521.75,2,0.5,4.5,-4,0,-0.0003465109405733737,24555.799999999999,24555.799999999999,24491.200000000001,0,0,0,0,[GUARD-EMA0],[RT-BEAR]|[RT-PLOT]|[THROTTLE-BYPASS],BEAR,BEAR|net<=-0.50|obj>=4.00|ema<=6,BEAR,8.2336842834148491,24519.524640111318,24521.738535604534,24522.436685942761,24551.909906025052,24533.915093974945,24542.912499999999,-1,12,2,2,21.842325955332019,0.00036324573481500767,0.8312656798104513,0.71055381400211148,0.0014732478510902033,12008847.400153875,1,0,0
2025-11-19 06:40:30.000,2025-11-19T12:40:30.0000000Z,680,24522.75,24523.75,24516.5,24518.5,2,1.5,6.5,-5,0,-0.0002038860684649418,24555.799999999999,24555.799999999999,24491.200000000001,0,0,0,0,[GUARD-EMA0],[RT-BEAR]|[RT-PLOT]|[THROTTLE-BYPASS],BEAR,BEAR|net<=-0.50|obj>=4.00|ema<=6,BEAR,8.1772836961899102,24518.797019595211,24521.111509537885,24521.909348754209,24551.909906025052,24533.915093974945,24542.912499999999,-1,12,5,5,21.706477314040967,0.00035687573229238611,0.88617624265863693,0.68809523809527273,0.0014528533837260102,-22844162.454801887,1,0,0
2025-11-19 06:41:00.000,2025-11-19T12:41:00.0000000Z,681,24519,24526.75,24516.75,24521.5,2,2,6.5,-4.5,0,0.00023454309984397785,24555.799999999999,24555.799999999999,24491.200000000001,0,0,0,0,[GUARD-EMA0],[RT-BEAR]|[RT-PLOT]|[THROTTLE-BYPASS],BEAR,BEAR|net<=-0.50|obj>=4.00|ema<=6,BEAR,8.2274853507613575,24519.569462313437,24521.316309083031,24522.967479003368,24551.909906025052,24533.915093974945,24542.912499999999,-1,12,3,3,20.264654067627387,0.00035716121088309749,0.89489449993241132,0.67619047619051087,0.001290112859479282,17688382.036653128,1,0,0
2025-11-19 06:41:30.000,2025-11-19T12:41:30.0000000Z,682,24521,24522.25,24516.5,24518.25,2,2,6.5,-4.5,0,0.00016317040088927869,24555.799999999999,24555.799999999999,24491.200000000001,0,0,0,0,[GUARD-EMA0],[RT-BEAR]|[RT-PLOT]|[THROTTLE-BYPASS],BEAR,BEAR|net<=-0.50|obj>=4.00|ema<=6,BEAR,8.1640691724026464,24519.147741892808,24520.906365814353,24522.473983202697,24551.909906025052,24533.915093974945,24542.912499999999,-1,11,5,5,19.496289157672596,0.00035062396726700124,0.93283789555674779,0.71957671957675262,0.00096461390059399913,-21919158.650659248,1,0,0
2025-11-19 06:42:00.000,2025-11-19T12:42:00.0000000Z,683,24519.5,24521.75,24517.25,24521.5,2,1,4.5,-3.5,0,0.00055084054186388116,24552.099999999999,24552.099999999999,24491.200000000001,0,0,0,0,[GUARD-EMA0],[RT-BEAR]|[RT-PLOT]|[THROTTLE-BYPASS],BEAR,BEAR|net<=-0.50|obj>=4.00|ema<=6,BEAR,8.0049890888781121,24519.918400391634,24521.159047528181,24522.689186562158,24551.909906025052,24533.915093974945,24542.912499999999,-1,11,2,2,18.747772207460152,0.0003515188075291695,0.8803384106113854,0.58730158730161786,0.00085299971566676143,18481877.728316836,1,0,0
2025-11-19 06:42:30.000,2025-11-19T12:42:30.0000000Z,684,24521.75,24524,24518.75,24521.5,2,2,4.5,-2.5,0,0.00045899164635203641,24552.099999999999,24552.099999999999,24491.200000000001,0,0,0,0,[GUARD-EMA0],[RT-BEAR]|[RT-PLOT]|[THROTTLE-BYPASS],BEAR,BEAR|net<=-0.50|obj>=4.00|ema<=6,BEAR,7.907600563693288,24520.214228419602,24521.19378676586,24522.861349249724,24551.909906025052,24533.915093974945,24542.912499999999,-1,9,3,3,17.199326726833782,0.00034963779406884131,0.81226930293572697,0.53439153439156395,0.00047713314044972339,-198799188.59244046,1,0,0
2025-11-19 06:43:00.000,2025-11-19T12:43:00.0000000Z,685,24521.75,24534,24521.75,24529.75,2,3,4,-1,11,0.001081489190209462,24552.099999999999,24552.099999999999,24491.200000000001,0,0,0,0,,[RT-FLAT],FLAT,NONE_UP|diff=8.00|BULL_FAIL:net<1.00&obj>3.00|BEAR_FAIL:ema>6,BEAR,8.0387361004590669,24523.138087715211,24522.698006620361,24526.199079399783,24551.909906025052,24533.915093974945,24542.912499999999,-1,9,4,4,18.423606242980355,0.00034738669336522275,0.79697522600370596,0.66005291005294198,0.00054812874935290356,18339577.26216035,1,0,0
2025-11-19 06:43:30.000,2025-11-19T12:43:30.0000000Z,686,24529.75,24538,24529.25,24537,2,3.3845384499668785,1,2.3845384499668785,15,0.0010913801368815088,24552.099999999999,24552.099999999999,24491.200000000001,0,0,0,0,[EMA15-STABLE]|[RT-BULL]|[RT-PLOT]|[THROTTLE-BYPASS],[GUARD-EMA15],BULL,BULL|net>=1.00|obj<=3.00|ema>=8,BEAR,8.0610560082215432,24526.782402345503,24524.708627305045,24529.729263519828,24551.909906025052,24533.915093974945,24542.912499999999,-1,10,3,3,19.415706853611368,0.00033952007101315705,0.79102759486705454,0.6022544283414224,0.00094435418359057677,16194781.648123125,0,0,0
2025-11-19 06:44:00.000,2025-11-19T12:44:00.0000000Z,687,24537.25,24540,24535.5,24537.75,2,3.7742789196919824,1,2.7742789196919824,15,0.0012343160257064164,24552.099999999999,24552.099999999999,24507.150000000001,0,0,0,0,[EMA15-STABLE]|[RT-BULL]|[RT-PLOT]|[THROTTLE-BYPASS],[GUARD-EMA15],BULL,BULL|net>=1.00|obj<=3.00|ema>=8,BEAR,7.937631919058604,24528.896345720699,24526.01755622384,24531.823410815865,24551.909906025052,24533.915093974945,24542.912499999999,-1,5,3,3,20.327688409288069,0.00033569671927223776,0.72617230774311914,0.47342995169085578,0.00071075370353447661,-56968572.050722651,0,0,0
2025-11-19 06:44:30.000,2025-11-19T12:44:30.0000000Z,688,24538,24540.75,24535.75,24539.25,2,4.1068530478942353,1,3.1068530478942353,15,0.0010300236599494166,24552.099999999999,24552.099999999999,24507.150000000001,0,0,0,0,[EMA15-STABLE]|[RT-BULL]|[RT-PLOT]|[THROTTLE-BYPASS],[GUARD-EMA15],BULL,BULL|net>=1.00|obj<=3.00|ema>=8,BEAR,7.8344330773122071,24530.919324184702,24527.361689191181,24533.698728652693,24551.909906025052,24533.915093974945,24542.912499999999,-1,4,3,3,21.129418557226895,0.00033811771530962694,0.59189425627886327,0.28019323671500584,0.00033502538071065991,-132392865.38996457,0,0,0
2025-11-19 06:45:00.000,2025-11-19T12:45:00.0000000Z,689,24539,24540,24534,24535,2,4.2003269643923762,3,1.2003269643923762,15,0.00071377587437544611,24552.099999999999,24552.099999999999,24507.150000000001,0,0,0,0,[EMA15-STABLE]|[RT-BULL]|[RT-PLOT]|[THROTTLE-BYPASS],,BULL,BULL|net>=1.00|obj<=3.00|ema>=8,BEAR,7.7668964191795773,24531.111678465168,24527.768285685448,24534.168982922154,24551.909906025052,24533.915093974945,24542.912499999999,-1,5,3,3,21.046875772014904,0.00033698574884154041,0.4954032121496304,0.30434782608698707,0.0003756383313536178,-22040655.577546228,0,0,0
2025-11-19 06:45:30.000,2025-11-19T12:45:30.0000000Z,690,24535.25,24537.5,24527.75,24528.75,2,2.5319541719745775,6,-3.4680458280254225,0,0.00031605562579013909,24552.099999999999,24552.099999999999,24507.150000000001,0,1,0,0,[GUARD-EMA0],[RT-BEAR]|[RT-PLOT],BEAR,BEAR|net<=-0.50|obj>=4.00|ema<=6,BEAR,7.814110982984702,24529.715340231833,24527.301691583885,24533.445186337725,24551.909906025052,24533.915093974945,24542.912499999999,-1,4,3,3,18.957959866287855,0.00034185877435146886,0.5055122416037523,0.61030595813208277,0.0003856458553219128,-19694519.388711311,1,0,0
2025-11-19 06:46:00.000,2025-11-19T12:46:00.0000000Z,691,24528.75,24529.75,24519.25,24523.25,2,1.7119421241802901,6,-4.2880578758197103,0,-1.019430342324709E-05,24552.099999999999,24552.099999999999,24507.150000000001,0,1,0,0,[GUARD-EMA0],[RT-BEAR]|[RT-PLOT],BEAR,BEAR|net<=-0.50|obj>=4.00|ema<=6,BEAR,7.9003072835518795,24527.676187462406,24526.41808376864,24531.516149070179,24551.909906025052,24533.915093974945,24542.912499999999,-1,4,4,4,18.506787033779567,0.00034949236847855162,0.43325055116295241,0.40096618357491204,-4.0587710041399465E-05,-17640382.812410988,1,0,0
2025-11-19 06:46:30.000,2025-11-19T12:46:30.0000000Z,692,24523,24532,24522.75,24530,2,2.1819857727400649,4,-1.8180142272599351,0,0.00039763052986817017,24552.099999999999,24552.099999999999,24507.150000000001,0,1,0,0,,[RT-BEAR]|[RT-PLOT],BEAR,BEAR|net<=-0.50|obj>=4.00|ema<=6,BEAR,7.935297040766816,24529.094566601474,24527.338583727185,24532.602919256147,24551.909906025052,24533.915093974945,24542.912499999999,-1,3,5,5,17.227050764751358,0.00034932167269919863,0.39558486503154244,0.44927536231887455,0,21351260.647721287,1,0,0
2025-11-19 06:47:00.000,2025-11-19T12:47:00.0000000Z,693,24529.75,24530.75,24526,24530,2,1.1595779550097551,4,-2.8404220449902446,0,0.00033643602108332401,24552.099999999999,24552.099999999999,24507.150000000001,0,0,0,0,[GUARD-EMA0],[RT-BEAR]|[RT-PLOT]|[THROTTLE-BYPASS],BEAR,BEAR|net<=-0.50|obj>=4.00|ema<=6,BEAR,7.8157871394079219,24529.296380938395,24527.613593893759,24532.242335404921,24551.909906025052,24533.915093974945,24542.912499999999,-1,2,4,4,16.372801851638609,0.00034742266086539378,0.40812783947709147,0.59420289855076203,5.0726916716548133E-05,-14531147.451242562,1,0,0
2025-11-19 06:47:30.000,2025-11-19T12:47:30.0000000Z,694,24530,24542,24530,24540.25,2,3.4385222213533462,1.5,1.9385222213533462,15,0.0008870852621489895,24552.099999999999,24552.099999999999,24507.150000000001,1,0,0,0,[EMA15-STABLE]|[RT-BULL]|[RT-PLOT],[GUARD-EMA15],BULL,BULL|net>=1.00|obj<=3.00|ema>=8,BEAR,7.950260901427658,24532.767286883478,24529.676471572813,24535.713868323939,24551.909906025052,24533.915093974945,24542.912499999999,-1,1,4,4,17.164215681154818,0.00034741696238047839,0.35326377015468802,0.41706924315623289,-0.00020290149132596124,19256572.894298296,0,0,0
2025-11-19 06:48:00.000,2025-11-19T12:48:00.0000000Z,695,24540,24545.5,24539.5,24542.75,2,4.2265807528693102,1,3.2265807528693102,15,0.00086658646493893113,24552.099999999999,24552.099999999999,24507.150000000001,0,0,0,0,[EMA15-STABLE]|[RT-BULL]|[RT-PLOT]|[THROTTLE-BYPASS],[GUARD-EMA15],BULL,BULL|net>=1.00|obj<=3.00|ema>=8,BEAR,7.9038633158245135,24535.173234722843,24531.253769064744,24538.201094659151,24551.909906025052,24533.915093974945,24542.912499999999,-1,0,3,3,17.887621182572794,0.00034465506010414684,0.29109380883931996,0.36070853462161001,-0.00025363201038876716,7200727.4996629367,0,0,0
2025-11-19 06:48:30.000,2025-11-19T12:48:30.0000000Z,696,24543.75,24545,24538.75,24540.25,2,4.3429248201227511,3,1.3429248201227511,15,0.00089729079359252798,24552.099999999999,24552.099999999999,24507.150000000001,0,0,0,0,[EMA15-STABLE]|[RT-BULL]|[RT-PLOT]|[THROTTLE-BYPASS],,BULL,BULL|net>=1.00|obj<=3.00|ema>=8,BEAR,7.8345678719636966,24535.711985434391,24531.880394233183,24538.960875727324,24551.909906025052,24533.915093974945,24542.912499999999,-1,0,3,3,17.946636897031489,0.00034431522151780208,0.24834867956427553,0.39291465378425167,-0.00033475349969567863,-22854323.228309128,0,0,0
2025-11-19 06:49:00.000,2025-11-19T12:49:00.0000000Z,697,24541,24542.5,24532.75,24534,2,2.6895643306135182,4,-1.3104356693864818,5,0.00050975674408172418,24552.099999999999,24552.099999999999,24507.150000000001,0,1,0,0,,[RT-BEAR]|[RT-PLOT],BEAR,BEAR|net<=-0.50|obj>=4.00|ema<=6,BEAR,7.8634156095649068,24534.359393041359,24531.479086845895,24538.208700581858,24551.909906025052,24533.915093974945,24542.912499999999,-1,0,1,1,16.23521200925331,0.0003419672754774426,0.21622577943318308,0.40096618357491204,-0.00012175324675324675,-19849905.890727706,0,0,0
2025-11-19 06:49:30.000,2025-11-19T12:49:30.0000000Z,698,24534,24539.5,24529,24537.25,2,3.1548270392516065,2,1.1548270392516065,13,0.00064229349754297248,24552.099999999999,24552.099999999999,24507.150000000001,0,0,0,0,[RT-BULL]|[RT-PLOT]|[THROTTLE-BYPASS],[RT-BULL],BULL,BULL|net>=1.00|obj<=3.00|ema>=8,BEAR,7.9479684225794092,24535.322974471856,24532.284933450141,24538.846960465489,24551.909906025052,24533.915093974945,24542.912499999999,-1,0,4,4,14.752405422716683,0.00033766465105658023,0.19503014810294861,0.41706924315623289,-2.0293855020699733E-05,21614907.679140523,0,0,0
2025-11-19 06:50:00.000,2025-11-19T12:50:00.0000000Z,699,24537,24541,24532.75,24533.75,2,1.506735799111107,6,-4.493264200888893,0,0.00016306729583464975,24552.099999999999,24552.099999999999,24507.150000000001,0,1,0,0,[GUARD-EMA0],[RT-BEAR]|[RT-PLOT],BEAR,BEAR|net<=-0.50|obj>=4.00|ema<=6,BEAR,7.9408139196045404,24534.553508038953,24532.144418246273,24538.467568372391,24551.909906025052,24533.915093974945,24542.912499999999,-1,0,2,2,13.931550448054908,0.00033185127323894062,0.15316077194435521,0.34460547504028916,-0.0003043491493441276,-18791821.539606523,1,0,0
2025-11-19 06:50:30.000,2025-11-19T12:50:30.0000000Z,700,24533.75,24539.5,24532.75,24538.25,2,3.528201307245725,1.5,2.028201307245725,13,5.0943473122223579E-05,24552.099999999999,24552.099999999999,24507.150000000001,0,0,0,0,[RT-BULL]|[RT-PLOT]|[THROTTLE-BYPASS],[RT-BULL],BULL,BULL|net>=1.00|obj<=3.00|ema>=8,BEAR,7.9019534556177229,24535.940473519473,24533.137466848671,24539.394054697914,24551.909906025052,24533.915093974945,24542.912499999999,-1,0,3,3,13.087574311448522,0.00032691157543342198,0.091872290621760069,0.26409017713368499,-0.00042608016393941544,20883661.248132359,0,0,0
2025-11-19 06:51:00.000,2025-11-19T12:51:00.0000000Z,701,24538.5,24542.75,24538.5,24541.75,2,2.650374547266936,1.5,1.150374547266936,15,0.00016301413128750599,24552.099999999999,24552.099999999999,24512.849999999999,1,0,0,0,[EMA15-STABLE]|[RT-BULL]|[RT-PLOT],[GUARD-EMA15],BULL,BULL|net>=1.00|obj<=3.00|ema>=8,BEAR,7.7838327848749094,24537.434767590308,24534.213943928844,24540.495243758331,24551.909906025052,24533.915093974945,24542.912499999999,-1,0,2,2,13.241174655215062,0.00032916157042700784,0.08025408952030387,0.37681159420293081,-0.00012175695282932719,18814358.27175786,0,0,0
2025-11-19 06:51:30.000,2025-11-19T12:51:30.0000000Z,702,24541.5,24551.25,24541,24548.5,2,4.414367112288085,2,2.414367112288085,15,0.00037694713571115659,24552.099999999999,24552.099999999999,24512.849999999999,0,0,0,0,[EMA15-STABLE]|[RT-BULL]|[RT-PLOT]|[THROTTLE-BYPASS],[GUARD-EMA15],BULL,BULL|net>=1.00|obj<=3.00|ema>=8,BEAR,7.871593914267967,24540.624313978846,24536.24912387213,24543.806195006669,24551.909906025052,24533.915093974945,24542.912499999999,-1,0,4,4,14.98676810047742,0.00032634737660619794,0.039047051011898433,0.28019323671500584,0,18162706.823977973,0,0,0
2025-11-19 06:52:00.000,2025-11-19T12:52:00.0000000Z,703,24549.25,24552.75,24548,24550.75,2,6.1883577191539727,2,4.1883577191539727,15,0.00064194008559201137,24552.099999999999,24552.099999999999,24518.450000000001,0,0,0,0,[EMA15-STABLE]|[RT-BULL]|[RT-PLOT]|[THROTTLE-BYPASS],[GUARD-EMA15],BULL,BULL|net>=1.00|obj<=3.00|ema>=8,BEAR,7.7547630060145893,24542.597579205831,24537.711792346898,24545.654956005332,24551.909906025052,24533.915093974945,24542.912499999999,1,0,3,3,15.935220635321922,0.00032219908389992169,0.037436675425244696,0.36876006441227038,8.1188601120402691E-05,1727852.420893542,0,0,0
2025-11-19 06:52:30.000,2025-11-19T12:52:30.0000000Z,704,24550.25,24551.25,24542,24543.5,2,5.1037067803339067,4,1.1037067803339067,13,0.00060133516791520153,24552.099999999999,24552.099999999999,24518.450000000001,0,0,0,0,,[RT-FLAT],FLAT,NONE_DOWN|diff=-6.75|BULL_FAIL:obj>3.00|BEAR_FAIL:net>-0.50&ema>6,BEAR,7.7865486835918807,24541.712068937002,24537.657608041751,24545.333964804267,24551.909906025052,24533.915093974945,24542.912499999999,1,0,3,3,14.664669401012459,0.00031889432657208563,0.041101924131498616,0.38486312399359124,-0.000284050560999858,-20568645.466944087,0,0,0
2025-11-19 06:53:00.000,2025-11-19T12:53:00.0000000Z,705,24543.25,24552.25,24542.75,24552,2,5.7833626145876273,2.5,3.2833626145876273,15,0.0011723568450348139,24552.099999999999,24552.099999999999,24518.450000000001,0,0,0,0,[EMA15-STABLE]|[RT-BULL]|[RT-PLOT]|[THROTTLE-BYPASS],[GUARD-EMA15],BULL,BULL|net>=1.00|obj<=3.00|ema>=8,BEAR,7.8417192830277083,24544.7933456592,24539.72989933936,24548.007171843412,24551.909906025052,24533.915093974945,24542.912499999999,1,0,5,5,14.693555366145048,0.00031535179716925239,0.057224979354172423,0.42512077294689332,3.0442018102853432E-05,19587979.867670245,1,0,0
2025-11-19 06:53:30.000,2025-11-19T12:53:30.0000000Z,706,24551.5,24558.5,24550,24558.25,2,8.5,1,7.5,15,0.0011516510395434161,24518.450000000001,24552.099999999999,24518.450000000001,0,0,1,0,[CROSS]|[EMA15-STABLE]|[RT-BULL]|[RT-PLOT]|[THROTTLE-BYPASS],[GUARD-EMA15],BULL,BULL|net>=1.00|obj<=3.00|ema>=8,BULL,7.8714397513712289,24548.062324134386,24541.980113007721,24550.975737474731,24551.909906025052,24533.915093974945,24542.912499999999,1,0,8,6,16.031356527463668,0.00031055854206091748,0.097154856035502751,0.50563607085349749,7.1027051159770277E-05,17071630.140171468,1,0,0
2025-11-19 06:54:00.000,2025-11-19T12:54:00.0000000Z,707,24557.25,24562.5,24554.75,24561.25,2,8,0,8,15,0.0012739502649816551,24518.450000000001,24613.950000000001,24518.450000000001,0,0,0,0,[EMA15-STABLE]|[RT-BULL]|[RT-PLOT]|[THROTTLE-BYPASS],[GUARD-EMA15],BULL,BULL|net>=1.00|obj<=3.00|ema>=8,BULL,7.8432250929921876,24550.96421561408,24544.112392494513,24553.770589979787,24551.909906025052,24533.915093974945,24542.912499999999,1,0,6,6,17.386339776315776,0.00030869604378755845,0.093840292291399521,0.41706924315623289,-0.00022318711195877126,4820761.1101222485,1,0,0
2025-11-19 06:54:30.000,2025-11-19T12:54:30.0000000Z,708,24560.75,24561.5,24552,24556,2,7.5,2.5,5,15,0.00064180275262069463,24518.450000000001,24613.950000000001,24518.450000000001,0,0,0,0,[EMA15-STABLE]|[RT-BULL]|[RT-PLOT]|[THROTTLE-BYPASS],,BULL,BULL|net>=1.00|obj<=3.00|ema>=8,BULL,7.8884509232257809,24551.264110295815,24544.88286758574,24554.436471983827,24551.909906025052,24533.915093974945,24542.912499999999,1,0,5,5,17.30423358507435,0.00031017525542840178,0.15117275548061465,0.59420289855076203,0.00022323693556570268,-21149910.987509776,1,0,0
2025-11-19 06:55:00.000,2025-11-19T12:55:00.0000000Z,709,24556.5,24557.75,24549,24549.5,2,7,3,4,12,0.00027503030426500696,24518.450000000001,24609,24518.450000000001,0,0,0,0,[RT-BULL]|[RT-PLOT]|[THROTTLE-BYPASS],[RT-BULL],BULL,BULL|net>=1.00|obj<=3.00|ema>=8,BULL,7.9330025591182549,24550.129313382527,24544.838467498208,24553.899177587064,24551.909906025052,24533.915093974945,24542.912499999999,1,0,1,1,16.688825210481298,0.00031240830249191272,0.13658234262864355,0.44122383252821412,0.00010147854236221751,-19120372.388768513,0,0,0
2025-11-19 06:55:30.000,2025-11-19T12:55:30.0000000Z,710,24550.75,24554.25,24538.75,24541.75,2,6.6097610841736678,3,3.6097610841736678,2,6.1124071678161392E-05,24518.450000000001,24609,24518.450000000001,0,0,0,0,,[RT-FLAT],FLAT,NONE_DOWN|diff=-9.00|BULL_FAIL:ema<8|BEAR_FAIL:net>-0.50&obj<4.00,BULL,8.1277358071476478,24547.266958883225,24543.768817532389,24552.029342069654,24551.909906025052,24533.915093974945,24542.912499999999,1,0,2,2,15.18976694306507,0.00030843040339221335,0.1172553985130106,0.41706924315623289,3.0442327011476756E-05,-17561589.747793633,0,0,0
2025-11-19 06:56:00.000,2025-11-19T12:56:00.0000000Z,711,24541.75,24544,24533,24536.5,2,4.5749181848884071,3,1.5749181848884071,0,0.00010189940490747534,24518.450000000001,24609,24518.450000000001,0,0,0,0,[GUARD-EMA0],[RT-FLAT],FLAT,NONE_DOWN|diff=-5.25|BULL_FAIL:ema<8|BEAR_FAIL:net>-0.50&obj<4.00,BULL,8.2195890580205031,24544.57379280528,24542.647977767399,24549.333473655723,24551.909906025052,24533.915093974945,24542.912499999999,-1,0,2,2,15.748012466783061,0.00030323526453797421,0.08973226080406764,0.38486312399359124,-2.029467873523562E-05,-14280967.57510291,0,0,0
2025-11-19 06:56:30.000,2025-11-19T12:56:30.0000000Z,712,24536.75,24536.75,24520.25,24521,2,3.6924993489212437,4.5,-0.80750065107875635,0,-0.00066225840304027551,24518.450000000001,24609,24518.450000000001,0,1,0,0,[GUARD-EMA0],[RT-BEAR]|[RT-PLOT],BEAR,BEAR|net<=-0.50|obj>=4.00|ema<=6,BULL,8.4942138671975975,24537.80830981589,24539.157694170503,24543.516778924579,24551.909906025052,24533.915093974945,24542.912499999999,-1,0,4,4,17.878279952307206,0.00030063302004419077,0.0055179205819733167,0.21578099838972253,-0.00025367833587011668,-17195657.990930013,1,0,0
2025-11-19 06:57:00.000,2025-11-19T12:57:00.0000000Z,713,24520.25,24528.25,24520.25,24527,2,3.5,3.5,0,0,-0.00027513119682070618,24518.450000000001,24581.400000000001,24518.450000000001,0,0,0,0,[GUARD-EMA0],[RT-FLAT],FLAT,NONE_UP|diff=6.75|BULL_FAIL:net<1.00&obj>3.00&ema<8|BEAR_FAIL:net>-0.50&obj<4.00,BULL,8.4613511827354557,24536.93820389895,24538.6290702359,24541.593423139664,24551.909906025052,24533.915093974945,24542.912499999999,-1,0,5,5,18.785393235272981,0.00029769556445140093,-0.037408963873318518,0.27214170692434542,-9.1332541784637863E-05,24924358.829283051,1,0,0
