timestamp,bar,open,high,low,close,candleType,volume,fastEma,fastEmaGradDeg,trendUpSignal,trendDownSignal,goodCount,badCount,netPnl,barPattern,currentPosition,entryBar,entryPrice,unrealizedPnL,allowLongThisBar,allowShortThisBar,gradientFilterLong,gradientFilterShort,gradientValue,gradientLongThreshold,gradientShortThreshold,pendingLongFromBad,pendingShortFromGood,actionTaken,blockReason,opportunityType
2025-12-18 01:30:00.000,14,24951.7500,24956.7500,24944.2500,24955.0000,good,512,24952.0718,45.50,True,False,3,2,-3.25,BGB2G,Flat,15,,0.00,True,False,False,True,45.50,10.00,-10.00,False,False,ENTERED_SHORT,,TAKEN
2025-12-18 01:32:00.000,15,24955.5000,24966.2500,24953.7500,24961.2500,good,928,24955.1312,66.15,True,False,4,1,4.50,GB3G,Long,15,24960.7500,1.00,True,False,False,True,66.15,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Long,BLOCKED
2025-12-18 01:34:00.000,16,24960.7500,24962.5000,24947.5000,24949.5000,bad,747,24953.2541,30.59,True,False,3,2,-7.00,B3GB,Long,15,24960.7500,-22.50,False,True,False,True,30.59,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Long,BLOCKED
2025-12-18 01:36:00.000,17,24950.5000,24959.7500,24948.0000,24959.2500,good,536,24955.2527,3.48,True,False,4,1,24.00,3GBG,Long,15,24960.7500,-3.00,True,False,True,True,3.48,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Long,BLOCKED
2025-12-18 01:38:00.000,18,24958.5000,24968.5000,24958.0000,24967.5000,good,605,24959.3352,71.79,True,False,4,1,15.50,2GB2G,Long,15,24960.7500,13.50,True,False,False,True,71.79,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Long,BLOCKED
2025-12-18 01:40:00.000,19,24967.5000,24968.2500,24963.2500,24963.2500,bad,375,24960.6401,69.63,True,False,3,2,8.00,GB2GB,Long,15,24960.7500,5.00,False,True,False,True,69.63,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Long,BLOCKED
2025-12-18 01:42:00.000,20,24963.5000,24973.2500,24960.7500,24972.2500,good,493,24964.5101,68.87,True,False,3,2,11.00,B2GBG,Long,15,24960.7500,23.00,True,False,False,True,68.87,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Long,BLOCKED
2025-12-18 01:44:00.000,21,24973.0000,24977.0000,24971.2500,24975.7500,good,552,24968.2567,75.29,True,False,4,1,25.00,2GB2G,Long,15,24960.7500,30.00,True,False,False,True,75.29,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Long,BLOCKED
2025-12-18 01:46:00.000,22,24975.0000,24978.0000,24962.0000,24965.2500,bad,643,24967.2545,53.92,True,False,3,2,6.50,GB2GB,Long,15,24960.7500,9.00,False,True,False,True,53.92,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Long,BLOCKED
2025-12-18 01:48:00.000,23,24965.7500,24967.2500,24960.2500,24962.0000,bad,424,24965.5030,-54.01,False,True,2,3,-6.25,B2G2B,Flat,24,,0.00,False,True,True,False,-54.01,10.00,-10.00,False,False,ENTERED_SHORT,,TAKEN
2025-12-18 01:50:00.000,24,24962.5000,24966.5000,24957.7500,24960.2500,bad,324,24963.7520,-60.27,False,True,2,3,-4.25,2G3B,Flat,25,,0.00,False,True,True,False,-60.27,10.00,-10.00,False,False,ENTERED_SHORT,,TAKEN
2025-12-18 01:52:00.000,25,24961.0000,24962.5000,24942.2500,24942.2500,bad,1049,24956.5847,-77.36,False,True,1,4,-31.75,G4B,Short,25,24942.5000,0.50,False,True,True,False,-77.36,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Short,BLOCKED
2025-12-18 01:54:00.000,26,24942.5000,24943.5000,24928.7500,24934.2500,bad,1245,24949.1398,-82.21,False,True,0,5,-42.75,5B,Short,25,24942.5000,16.50,False,True,True,False,-82.21,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Short,BLOCKED
2025-12-18 01:56:00.000,27,24933.0000,24937.7500,24926.7500,24929.7500,bad,715,24942.6765,-81.82,False,True,0,5,-36.25,5B,Short,25,24942.5000,25.50,False,True,True,False,-81.82,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Short,BLOCKED
2025-12-18 01:58:00.000,28,24929.7500,24939.0000,24925.2500,24936.2500,good,882,24940.5343,-76.92,False,True,1,4,-26.00,4BG,Short,25,24942.5000,12.50,True,False,True,False,-76.92,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Short,BLOCKED
2025-12-18 02:00:00.000,29,24936.2500,24938.5000,24927.2500,24932.5000,bad,688,24937.8562,-67.47,False,True,1,4,-27.50,3BGB,Short,25,24942.5000,20.00,False,True,True,False,-67.47,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Short,BLOCKED
2025-12-18 02:02:00.000,30,24934.0000,24944.2500,24909.0000,24910.0000,bad,1858,24928.5708,-80.51,False,True,1,4,-32.75,2BG2B,Short,25,24942.5000,65.00,False,True,True,False,-80.51,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Short,BLOCKED
2025-12-18 02:04:00.000,31,24910.0000,24925.7500,24906.0000,24919.7500,good,1742,24925.6305,-80.71,False,True,2,3,-14.75,BG2BG,Flat,25,,0.00,True,False,True,False,-80.71,10.00,-10.00,False,True,SKIPPED_SHORT,AvoidShortsOnGoodCandle,SHORT_SIGNAL
2025-12-18 02:06:00.000,32,24919.0000,24927.0000,24903.0000,24905.2500,bad,1055,24918.8370,-78.39,False,True,2,3,-25.25,G2BGB,Flat,33,,0.00,False,True,True,False,-78.39,10.00,-10.00,False,False,ENTERED_SHORT,,TAKEN
2025-12-18 02:08:00.000,33,24904.2500,24938.7500,24901.2500,24915.5000,good,2239,24917.7247,-75.80,False,True,2,3,-20.50,2BGBG,Short,33,24914.5000,-2.00,True,False,True,False,-75.80,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Short,BLOCKED
2025-12-18 02:10:00.000,34,24914.5000,24923.0000,24909.2500,24921.0000,good,1013,24918.8165,-0.59,True,False,3,2,-10.25,BGB2G,Flat,33,,0.00,True,False,True,True,-0.59,10.00,-10.00,False,False,SKIPPED_LONG,GradientFilter (-0.59° < 10.00°),LONG_SIGNAL
2025-12-18 02:12:00.000,35,24922.0000,24937.0000,24915.0000,24935.5000,good,1103,24924.3776,73.27,True,False,4,1,27.25,GB3G,Flat,36,,0.00,True,False,False,True,73.27,10.00,-10.00,False,False,ENTERED_SHORT,,TAKEN
2025-12-18 02:14:00.000,36,24935.0000,24939.2500,24925.7500,24939.2500,good,1059,24929.3351,79.23,True,False,4,1,21.75,B4G,Flat,37,,0.00,True,False,False,True,79.23,10.00,-10.00,False,False,ENTERED_SHORT,,TAKEN
2025-12-18 02:16:00.000,37,24939.2500,24950.7500,24937.7500,24941.5000,good,1856,24933.3901,77.49,True,False,5,0,37.75,5G,Flat,38,,0.00,True,False,False,True,77.49,10.00,-10.00,False,False,ENTERED_SHORT,,TAKEN
2025-12-18 02:18:00.000,38,24941.2500,24971.2500,24939.2500,24961.5000,good,2861,24942.7600,81.53,True,False,5,0,46.75,5G,Flat,39,,0.00,True,False,False,True,81.53,10.00,-10.00,False,False,ENTERED_SHORT,,TAKEN
2025-12-18 02:20:00.000,39,24960.7500,24983.7500,24960.0000,24963.2500,good,2555,24949.5900,82.96,True,False,5,0,42.75,5G,Flat,40,,0.00,True,False,False,True,82.96,10.00,-10.00,False,False,ENTERED_SHORT,,TAKEN
2025-12-18 02:22:00.000,40,24964.2500,24971.5000,24953.0000,24961.7500,bad,1700,24953.6434,79.59,True,False,4,1,26.75,4GB,Flat,40,,0.00,False,True,False,True,79.59,10.00,-10.00,True,False,SKIPPED_LONG,AvoidLongsOnBadCandle,LONG_SIGNAL
2025-12-18 02:24:00.000,41,24961.5000,24977.0000,24960.7500,24972.5000,good,1321,24959.9289,79.05,True,False,4,1,33.50,3GBG,Flat,42,,0.00,True,False,False,True,79.05,10.00,-10.00,False,False,ENTERED_SHORT,,TAKEN
2025-12-18 02:26:00.000,42,24971.7500,24973.2500,24962.7500,24971.7500,good_and_bad,759,24963.8693,78.93,True,False,3,2,31.25,2GBGB,Long,42,24972.5000,-1.50,True,True,False,True,78.93,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Long,BLOCKED
2025-12-18 02:28:00.000,43,24972.5000,24977.5000,24963.2500,24967.2500,bad,866,24964.9962,68.46,False,True,2,3,5.75,GBG2B,Flat,42,,0.00,False,True,False,True,68.46,10.00,-10.00,False,False,SKIPPED_SHORT,GradientFilter (68.46° > -10.00°),SHORT_SIGNAL
2025-12-18 02:30:00.000,44,24967.7500,24969.5000,24954.5000,24955.5000,bad,732,24961.8308,-45.55,False,True,1,4,-9.00,BG3B,Flat,45,,0.00,False,True,True,False,-45.55,10.00,-10.00,False,False,ENTERED_SHORT,,TAKEN
2025-12-18 02:32:00.000,45,24956.0000,24973.7500,24954.7500,24970.0000,good,955,24964.5539,-12.47,False,True,2,3,7.50,G3BG,Short,45,24969.0000,-2.00,True,False,True,False,-12.47,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Short,BLOCKED
2025-12-18 02:34:00.000,46,24969.0000,24978.0000,24962.7500,24967.2500,bad,646,24965.4526,61.09,False,True,1,4,-5.25,3BGB,Short,45,24969.0000,3.50,False,True,False,True,61.09,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Short,BLOCKED
2025-12-18 02:36:00.000,47,24965.2500,24966.7500,24957.0000,24960.0000,bad,643,24963.6350,-24.67,False,True,1,4,-10.50,2BG2B,Short,45,24969.0000,18.00,False,True,True,False,-24.67,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Short,BLOCKED
2025-12-18 02:38:00.000,48,24959.5000,24961.7500,24943.2500,24950.2500,bad,1398,24959.1734,-72.33,False,True,1,4,-14.50,BG3B,Flat,49,,0.00,False,True,True,False,-72.33,10.00,-10.00,False,False,ENTERED_SHORT,,TAKEN
2025-12-18 02:40:00.000,49,24949.7500,24964.0000,24949.2500,24960.5000,good,847,24959.6156,-63.55,False,True,2,3,8.50,G3BG,Short,49,24960.7500,0.50,True,False,True,False,-63.55,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Short,BLOCKED
2025-12-18 02:42:00.000,50,24960.7500,24964.5000,24954.2500,24956.7500,bad,577,24958.6604,-14.39,False,True,1,4,-9.50,3BGB,Short,49,24960.7500,8.00,False,True,True,False,-14.39,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Short,BLOCKED
2025-12-18 02:44:00.000,51,24956.2500,24966.0000,24954.7500,24957.7500,good,573,24958.3569,-32.18,False,True,2,3,-6.25,2BGBG,Short,49,24960.7500,6.00,True,False,True,False,-32.18,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Short,BLOCKED
2025-12-18 02:46:00.000,52,24958.0000,24963.0000,24953.2500,24957.7500,bad,554,24958.1546,-14.19,False,True,2,3,-1.25,BGBGB,Flat,53,,0.00,False,True,True,False,-14.19,10.00,-10.00,False,False,ENTERED_SHORT,,TAKEN
2025-12-18 02:48:00.000,53,24958.5000,24974.7500,24958.5000,24969.7500,good,890,24962.0197,61.36,True,False,3,2,19.25,GBGBG,Flat,54,,0.00,True,False,False,True,61.36,10.00,-10.00,False,False,ENTERED_SHORT,,TAKEN
2025-12-18 02:50:00.000,54,24970.5000,24991.5000,24970.2500,24986.2500,good,1807,24970.0965,80.49,True,False,3,2,24.25,BGB2G,Long,54,24986.0000,0.50,True,False,False,True,80.49,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Long,BLOCKED
2025-12-18 02:52:00.000,55,24986.0000,24995.0000,24985.5000,24991.2500,good,1147,24977.1477,82.47,True,False,4,1,33.50,GB3G,Flat,56,,0.00,True,False,False,True,82.47,10.00,-10.00,False,False,ENTERED_SHORT,,TAKEN
2025-12-18 02:54:00.000,56,24991.7500,24997.7500,24987.2500,24988.0000,bad,924,24980.7651,79.38,True,False,3,2,28.25,B3GB,Flat,56,,0.00,False,True,False,True,79.38,10.00,-10.00,True,False,SKIPPED_LONG,AvoidLongsOnBadCandle,LONG_SIGNAL
2025-12-18 02:56:00.000,57,24988.0000,24995.5000,24986.2500,24995.0000,good,651,24985.5101,76.55,True,False,4,1,35.50,3GBG,Flat,58,,0.00,True,False,False,True,76.55,10.00,-10.00,False,False,ENTERED_SHORT,,TAKEN
2025-12-18 02:58:00.000,58,24995.0000,24995.0000,24988.7500,24990.0000,bad,448,24987.0067,72.23,True,False,3,2,19.25,2GBGB,Flat,58,,0.00,False,True,False,True,72.23,10.00,-10.00,True,False,SKIPPED_LONG,AvoidLongsOnBadCandle,LONG_SIGNAL
2025-12-18 03:00:00.000,59,24989.5000,24990.7500,24985.7500,24987.7500,bad,568,24987.2545,41.10,False,True,2,3,1.75,GBG2B,Flat,58,,0.00,False,True,False,True,41.10,10.00,-10.00,True,False,SKIPPED_SHORT,GradientFilter (41.10° > -10.00°),SHORT_SIGNAL
2025-12-18 03:02:00.000,60,24987.0000,24989.5000,24973.5000,24982.0000,bad,1513,24985.5030,-36.94,False,True,1,4,-8.50,BG3B,Flat,61,,0.00,False,True,True,False,-36.94,10.00,-10.00,False,False,ENTERED_SHORT,,TAKEN
2025-12-18 03:04:00.000,61,24982.2500,24984.5000,24977.5000,24980.5000,bad,568,24983.8353,-59.67,False,True,1,4,-6.50,G4B,Flat,62,,0.00,False,True,True,False,-59.67,10.00,-10.00,False,False,ENTERED_SHORT,,TAKEN
2025-12-18 03:06:00.000,62,24980.5000,24984.0000,24969.0000,24975.5000,bad,793,24981.0569,-65.78,False,True,0,5,-18.50,5B,Flat,63,,0.00,False,True,True,False,-65.78,10.00,-10.00,False,False,ENTERED_SHORT,,TAKEN
2025-12-18 03:08:00.000,63,24976.2500,24994.0000,24963.7500,24990.7500,good,1460,24984.2879,12.75,False,True,1,4,1.00,4BG,Flat,63,,0.00,True,False,False,True,12.75,10.00,-10.00,False,True,SKIPPED_SHORT,AvoidShortsOnGoodCandle,SHORT_SIGNAL
2025-12-18 03:10:00.000,64,24990.2500,24990.2500,24969.0000,24970.5000,bad,928,24979.6919,-34.31,False,True,1,4,-17.00,3BGB,Flat,65,,0.00,False,True,True,False,-34.31,10.00,-10.00,False,False,ENTERED_SHORT,,TAKEN
2025-12-18 03:12:00.000,65,24970.2500,24975.7500,24960.0000,24961.2500,bad,833,24973.5446,-79.45,False,True,1,4,-21.00,2BG2B,Flat,66,,0.00,False,True,True,False,-79.45,10.00,-10.00,False,False,ENTERED_SHORT,,TAKEN
2025-12-18 03:14:00.000,66,24962.0000,24982.7500,24959.2500,24982.7500,good,850,24976.6131,-56.99,False,True,2,3,1.50,BG2BG,Flat,66,,0.00,True,False,True,False,-56.99,10.00,-10.00,False,True,SKIPPED_SHORT,AvoidShortsOnGoodCandle,SHORT_SIGNAL
2025-12-18 03:16:00.000,67,24982.0000,24988.2500,24971.0000,24984.2500,good,973,24979.1587,70.39,True,False,3,2,8.75,G2B2G,Flat,68,,0.00,True,False,False,True,70.39,10.00,-10.00,False,False,ENTERED_SHORT,,TAKEN
2025-12-18 03:18:00.000,68,24983.7500,24984.7500,24967.7500,24968.5000,bad,571,24975.6058,-26.73,False,True,2,3,-21.00,2B2GB,Flat,69,,0.00,False,True,True,False,-26.73,10.00,-10.00,False,False,ENTERED_SHORT,,TAKEN
2025-12-18 03:20:00.000,69,24969.0000,24971.7500,24960.7500,24967.5000,bad,613,24972.9039,-72.27,False,True,2,3,-2.75,B2G2B,Flat,70,,0.00,False,True,True,False,-72.27,10.00,-10.00,False,False,ENTERED_SHORT,,TAKEN
2025-12-18 03:22:00.000,70,24966.0000,24983.5000,24965.0000,24983.5000,good,521,24976.4359,22.54,True,False,3,2,23.75,2G2BG,Short,71,24983.5000,0.00,True,False,False,True,22.54,10.00,-10.00,False,False,ENTERED_SHORT,,TAKEN
2025-12-18 03:24:00.000,71,24983.5000,24987.7500,24979.2500,24983.0000,bad,540,24978.6239,70.73,False,True,2,3,2.50,G2BGB,Flat,71,,0.00,False,True,False,True,70.73,10.00,-10.00,False,False,SKIPPED_SHORT,GradientFilter (70.73° > -10.00°),SHORT_SIGNAL
2025-12-18 03:26:00.000,72,24982.7500,24984.0000,24973.2500,24978.5000,bad,485,24978.5826,47.03,False,True,1,4,-4.00,2BG2B,Flat,71,,0.00,False,True,False,True,47.03,10.00,-10.00,False,False,SKIPPED_SHORT,GradientFilter (47.03° > -10.00°),SHORT_SIGNAL
2025-12-18 03:28:00.000,73,24979.0000,24990.5000,24977.7500,24985.7500,good,496,24980.9718,49.57,False,True,2,3,18.00,BG2BG,Flat,71,,0.00,True,False,False,True,49.57,10.00,-10.00,False,True,SKIPPED_SHORT,AvoidShortsOnGoodCandle,SHORT_SIGNAL
2025-12-18 03:30:00.000,74,24985.7500,24993.2500,24979.2500,24981.2500,bad,812,24981.0645,51.14,False,True,2,3,15.00,G2BGB,Flat,71,,0.00,False,True,False,True,51.14,10.00,-10.00,False,True,SKIPPED_SHORT,GradientFilter (51.14° > -10.00°),SHORT_SIGNAL
2025-12-18 03:32:00.000,75,24981.5000,24988.5000,24978.2500,24984.7500,good,1044,24982.2930,33.45,False,True,2,3,0.75,2BGBG,Flat,71,,0.00,True,False,False,True,33.45,10.00,-10.00,False,True,SKIPPED_SHORT,AvoidShortsOnGoodCandle,SHORT_SIGNAL
2025-12-18 03:34:00.000,76,24984.2500,24987.5000,24975.5000,24986.0000,good,712,24983.5287,50.94,True,False,3,2,3.00,BGB2G,Flat,77,,0.00,True,False,False,True,50.94,10.00,-10.00,False,False,ENTERED_SHORT,,TAKEN
2025-12-18 03:36:00.000,77,24985.7500,24985.7500,24963.7500,24968.7500,bad,934,24978.6024,-61.55,True,False,3,2,-9.75,GB2GB,Flat,77,,0.00,False,True,True,False,-61.55,10.00,-10.00,True,False,SKIPPED_LONG,AvoidLongsOnBadCandle,LONG_SIGNAL
2025-12-18 03:38:00.000,78,24968.7500,24982.7500,24968.7500,24981.0000,good,832,24979.4016,-64.14,True,False,3,2,-4.25,B2GBG,Flat,77,,0.00,True,False,True,False,-64.14,10.00,-10.00,True,False,SKIPPED_LONG,GradientFilter (-64.14° < 10.00°),LONG_SIGNAL
2025-12-18 03:40:00.000,79,24981.0000,24984.0000,24974.0000,24978.2500,bad,565,24979.0178,11.73,True,False,3,2,-2.50,2GBGB,Flat,77,,0.00,False,True,False,True,11.73,10.00,-10.00,True,False,SKIPPED_LONG,AvoidLongsOnBadCandle,LONG_SIGNAL
2025-12-18 03:42:00.000,80,24979.2500,24989.0000,24973.2500,24981.7500,good,691,24979.9285,14.76,True,False,3,2,-3.25,GBGBG,Flat,81,,0.00,True,False,False,True,14.76,10.00,-10.00,False,False,ENTERED_SHORT,,TAKEN
2025-12-18 03:44:00.000,81,24980.5000,24985.0000,24975.5000,24981.0000,good,481,24980.2857,32.37,True,False,3,2,-4.50,BGB2G,Flat,82,,0.00,True,False,False,True,32.37,10.00,-10.00,False,False,ENTERED_SHORT,,TAKEN
2025-12-18 03:46:00.000,82,24980.7500,24986.7500,24980.7500,24981.0000,good,342,24980.5238,16.58,True,False,4,1,12.75,GB3G,Flat,83,,0.00,True,False,False,True,16.58,10.00,-10.00,False,False,ENTERED_SHORT,,TAKEN
2025-12-18 03:48:00.000,83,24980.5000,24996.7500,24980.5000,24994.7500,good,773,24985.2659,68.12,True,False,4,1,14.75,B4G,Flat,84,,0.00,True,False,False,True,68.12,10.00,-10.00,False,False,ENTERED_SHORT,,TAKEN
2025-12-18 03:50:00.000,84,24994.0000,24995.0000,24981.7500,24981.7500,bad,604,24984.0939,60.74,True,False,4,1,5.25,4GB,Flat,84,,0.00,False,True,False,True,60.74,10.00,-10.00,True,False,SKIPPED_LONG,AvoidLongsOnBadCandle,LONG_SIGNAL
2025-12-18 03:52:00.000,85,24981.7500,24983.2500,24967.7500,24971.2500,bad,1035,24979.8126,-69.86,True,False,3,2,-7.75,3G2B,Flat,84,,0.00,False,True,True,False,-69.86,10.00,-10.00,True,False,SKIPPED_LONG,AvoidLongsOnBadCandle,LONG_SIGNAL
2025-12-18 03:54:00.000,86,24971.5000,24976.2500,24968.2500,24970.2500,bad,534,24976.6251,-75.01,False,True,2,3,-9.50,2G3B,Flat,87,,0.00,False,True,True,False,-75.01,10.00,-10.00,False,False,ENTERED_SHORT,,TAKEN
2025-12-18 03:56:00.000,87,24970.0000,24971.0000,24950.7500,24968.5000,bad,2206,24973.9167,-71.26,False,True,1,4,-11.25,G4B,Short,87,24969.2500,1.50,False,True,True,False,-71.26,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Short,BLOCKED
2025-12-18 03:58:00.000,88,24969.2500,24970.5000,24960.7500,24969.7500,good,739,24972.5278,-63.98,False,True,1,4,-25.00,4BG,Short,87,24969.2500,-1.00,True,False,True,False,-63.98,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Short,BLOCKED
2025-12-18 04:00:00.000,89,24969.0000,24971.2500,24955.5000,24961.5000,bad,628,24968.8519,-68.45,False,True,1,4,-20.25,3BGB,Flat,90,,0.00,False,True,True,False,-68.45,10.00,-10.00,False,False,ENTERED_SHORT,,TAKEN
2025-12-18 04:02:00.000,90,24962.5000,24974.2500,24962.5000,24965.0000,good,799,24967.5679,-68.04,False,True,2,3,-7.25,2BGBG,Short,90,24964.7500,-0.50,True,False,True,False,-68.04,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Short,BLOCKED
2025-12-18 04:04:00.000,91,24964.7500,24970.7500,24959.0000,24960.0000,bad,612,24965.0453,-62.28,False,True,2,3,-10.75,BGBGB,Short,90,24964.7500,9.50,False,True,True,False,-62.28,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Short,BLOCKED
2025-12-18 04:06:00.000,92,24961.0000,24967.2500,24957.5000,24959.5000,bad,576,24963.1969,-65.41,False,True,2,3,-10.75,GBG2B,Flat,93,,0.00,False,True,True,False,-65.41,10.00,-10.00,False,False,ENTERED_SHORT,,TAKEN
2025-12-18 04:08:00.000,93,24958.5000,24974.7500,24955.5000,24962.7500,good,887,24963.0479,-44.96,False,True,2,3,-7.00,BG2BG,Short,93,24961.5000,-2.50,True,False,True,False,-44.96,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Short,BLOCKED
2025-12-18 04:10:00.000,94,24961.5000,24967.7500,24958.7500,24964.0000,good,496,24963.3653,4.81,True,False,3,2,3.00,G2B2G,Flat,93,,0.00,True,False,True,True,4.81,10.00,-10.00,False,False,SKIPPED_LONG,GradientFilter (4.81° < 10.00°),LONG_SIGNAL
2025-12-18 04:12:00.000,95,24964.0000,24999.7500,24962.0000,24997.0000,good,2031,24974.5768,80.16,True,False,3,2,33.50,2B3G,Flat,96,,0.00,True,False,False,True,80.16,10.00,-10.00,False,False,ENTERED_SHORT,,TAKEN
2025-12-18 04:14:00.000,96,24996.5000,25004.5000,24976.5000,24992.0000,bad,2456,24980.3846,83.30,True,False,3,2,33.75,B3GB,Flat,96,,0.00,False,True,False,True,83.30,10.00,-10.00,True,False,SKIPPED_LONG,AvoidLongsOnBadCandle,LONG_SIGNAL
